sampleID	taxon_oid	Domain	Sequencing Status	Ecosystem	Study Name	Genome Name / Sample Name	Sequencing Center	Add Date	Assembly Method	Has Coverage	Release Date	Sequencing Method	Genome Size   * assembled	Gene Count   * assembled	GC   * assembled	KO %   * assembled	richness_KO	Hypothesis	Analysis	Latitude	Longitude	Contact Email	Contact Name	JGI Data Utilization Status	JGI Data Utilization Status_GOLD_07Apr2022	PermissionNotes
X3300048631	3300048631	*Microbiome	Permanent Draft	Hydrothermal vent	Hydrothermal vents viral and microbial communities from various locations in Pacific Ocean	Hydrothermal vent plume microbial communities from North Pacific Ocean - CTD007B	DOE Joint Genome Institute (JGI)	10/21/21	metaspades v. 3.15.2	Yes	12/20/21	Illumina NovaSeq S4	667787720	1100597	54.82	36.15	5789	H2	Both	9.838067	-104.2912	randerson@carleton.edu	Rika Anderson	Restricted	Restricted	
X3300048632	3300048632	*Microbiome	Permanent Draft	Hydrothermal vent	Hydrothermal vents viral and microbial communities from various locations in Pacific Ocean	Hydrothermal vent plume microbial communities from North Pacific Ocean - CTD009A	DOE Joint Genome Institute (JGI)	10/22/21	metaspades v. 3.15.2	Yes	12/20/21	Illumina NovaSeq S4	362963926	630708	50.08	39.73	5031	H2	Both	9.839	-104.2909	randerson@carleton.edu	Rika Anderson	Restricted	Restricted	
X3300048633	3300048633	*Microbiome	Permanent Draft	Hydrothermal vent	Hydrothermal vents viral and microbial communities from various locations in Pacific Ocean	Hydrothermal vent plume microbial communities from North Pacific Ocean - CTD009B	DOE Joint Genome Institute (JGI)	10/22/21	metaspades v. 3.15.2	Yes	12/20/21	Illumina NovaSeq S4	470391459	789070	50.6	39.1	5195	H2	Both	9.839	-104.2909	randerson@carleton.edu	Rika Anderson	Restricted	Restricted	
X3300048634	3300048634	*Microbiome	Permanent Draft	Hydrothermal vent	Hydrothermal vents viral and microbial communities from various locations in Pacific Ocean	Hydrothermal vent plume microbial communities from North Pacific Ocean - CTD010A	DOE Joint Genome Institute (JGI)	10/22/21	metaspades v. 3.15.2	Yes	12/20/21	Illumina NovaSeq S4	683381073	1127926	51.63	35.01	5453	H2	Both	9.840142	-104.2918	randerson@carleton.edu	Rika Anderson	Restricted	Restricted	
X3300048880	3300048880	*Microbiome	Permanent Draft	Hydrothermal vent	Hydrothermal vents viral and microbial communities from various locations in Pacific Ocean	"Hydrothermal vent plume microbial communities from Gulf of California, Mexico - CTD-FK190211-008-700m-0.1"	DOE Joint Genome Institute (JGI)	11/8/21	metaspades v. 3.15.2	Yes	1/3/22	Illumina NovaSeq S4	414391792	756149	37.3	45.49	4550	H2	Both	27.58323	-111.4645	randerson@carleton.edu	Rika Anderson	Restricted	Restricted	
X3300048884	3300048884	*Microbiome	Permanent Draft	Hydrothermal vent	Hydrothermal vents viral and microbial communities from various locations in Pacific Ocean	"Hydrothermal vent plume microbial communities from Gulf of California, Mexico - CTD-FK190211-01-2006m-0.1"	DOE Joint Genome Institute (JGI)	11/8/21	metaspades v. 3.15.2	Yes	1/3/22	Illumina NovaSeq S4	395939517	637963	39.58	41.53	4495	H2	Both	27.00134	-111.41153	randerson@carleton.edu	Rika Anderson	Restricted	Restricted	
X3300048887	3300048887	*Microbiome	Permanent Draft	Hydrothermal vent	Hydrothermal vents viral and microbial communities from various locations in Pacific Ocean	"Hydrothermal vent plume microbial communities from Gulf of California, Mexico - CTD-FK190211-01-2006m-0.1-B"	DOE Joint Genome Institute (JGI)	11/8/21	metaspades v. 3.15.2	Yes	1/3/22	Illumina NovaSeq S4	466749461	731932	40.7	40.4	7202	H2	Both	27.00134	-111.41153	randerson@carleton.edu	Rika Anderson	Restricted	Restricted	
X3300048886	3300048886	*Microbiome	Permanent Draft	Hydrothermal vent	Hydrothermal vents viral and microbial communities from various locations in Pacific Ocean	"Hydrothermal vent plume microbial communities from Gulf of California, Mexico - CTD-FK190211-025-250m-0.65"	DOE Joint Genome Institute (JGI)	11/8/21	metaspades v. 3.15.2	Yes	1/3/22	Illumina NovaSeq S4	1161373367	1778588	48.86	33.67	6099	H2	Both	23.95663	-108.86187	randerson@carleton.edu	Rika Anderson	Restricted	Restricted	
X3300048885	3300048885	*Microbiome	Permanent Draft	Hydrothermal vent	Hydrothermal vents viral and microbial communities from various locations in Pacific Ocean	"Hydrothermal vent plume microbial communities from Gulf of California, Mexico - CTD-FK190211-025-400m-0.65"	DOE Joint Genome Institute (JGI)	11/8/21	metaspades v. 3.15.2	Yes	1/3/22	Illumina NovaSeq S4	245164515	412495	47.83	42.86	4391	H2	Both	23.95663	-108.86187	randerson@carleton.edu	Rika Anderson	Restricted	Restricted	
X3300048882	3300048882	*Microbiome	Permanent Draft	Hydrothermal vent	Hydrothermal vents viral and microbial communities from various locations in Pacific Ocean	"Hydrothermal vent plume microbial communities from Gulf of California, Mexico - CTD-FK190211-03-2004m-0.1"	DOE Joint Genome Institute (JGI)	11/8/21	metaspades v. 3.15.2	Yes	1/3/22	Illumina NovaSeq S4	324674662	523091	35.49	39.27	4096	H2	Both	26.01663	-111.00697	randerson@carleton.edu	Rika Anderson	Restricted	Restricted	
X3300048881	3300048881	*Microbiome	Permanent Draft	Hydrothermal vent	Hydrothermal vents viral and microbial communities from various locations in Pacific Ocean	"Hydrothermal vent plume microbial communities from Gulf of California, Mexico - CTD-FK190211-07-500m-0.1"	DOE Joint Genome Institute (JGI)	11/8/21	metaspades v. 3.15.2	Yes	1/3/22	Illumina NovaSeq S4	760093050	1220006	42.32	42.65	5318	H2	Both	27.583	-111.46468	randerson@carleton.edu	Rika Anderson	Restricted	Restricted	
X3300048883	3300048883	*Microbiome	Permanent Draft	Hydrothermal vent	Hydrothermal vents viral and microbial communities from various locations in Pacific Ocean	"Hydrothermal vent plume microbial communities from Gulf of California, Mexico - CTD-FK190211-14-1990m-0.1"	DOE Joint Genome Institute (JGI)	11/8/21	metaspades v. 3.15.2	Yes	1/3/22	Illumina NovaSeq S4	499543625	781784	41.16	38.45	4819	H2	Both	27.01313	-111.4046	randerson@carleton.edu	Rika Anderson	Restricted	Restricted	
X3300048879	3300048879	*Microbiome	Permanent Draft	Hydrothermal vent	Hydrothermal vents viral and microbial communities from various locations in Pacific Ocean	Hydrothermal vent plume microbial communities from North Pacific Ocean - CTD-AT42-06-007-2500m-0.1	DOE Joint Genome Institute (JGI)	11/8/21	metaspades v. 3.15.2	Yes	1/3/22	Illumina NovaSeq S4	186200456	344563	36.32	37.71	3863	H2	Both	9.83807	-104.29118	randerson@carleton.edu	Rika Anderson	Restricted	Restricted	
X3300048878	3300048878	*Microbiome	Permanent Draft	Hydrothermal vent	Hydrothermal vents viral and microbial communities from various locations in Pacific Ocean	Hydrothermal vent plume microbial communities from North Pacific Ocean - CTD-AT42-06-009-32m-0.1	DOE Joint Genome Institute (JGI)	11/8/21	metaspades v. 3.15.2	Yes	1/3/22	Illumina NovaSeq S4	127215680	240851	35.92	37.57	3381	H2	Both	9.83899	-104.29088	randerson@carleton.edu	Rika Anderson	Restricted	Restricted	
X3300003136	3300003136	*Microbiome	Permanent Draft	Hydrothermal vent	Marine microbial communities from the Lost City Hydrothermal Field	Marine microbial communities from the Lost City Hydrothermal Field	DOE Joint Genome Institute (JGI)	7/31/14		No	1/22/22	454 GS FLX	24827591	45285	42.03	43.72	3018	H2	Both	30.12	-42.12	"bbrazelton@gmail.com, wbrazelton@gmail.com; william.brazelton@utah.edu"	"Brazelton, William J., William Brazelton; William J. Brazelton"	Restricted	Unrestricted	Unrestricted
X2077657009	2077657009	*Microbiome	Permanent Draft	Cow gut	"Bovine rumen viral communities from University of Illinois Dairy Farm in Urbana, IL"	"Bovine rumen viral communities from University of Illinois Dairy Farm in Urbana, IL, Cow rumen 6993"	DOE Joint Genome Institute (JGI)	10/27/10	Newbler v. 2.5	No	1/22/22		100678798	304340	36.93	4.4	1188	H2	Both	40.0886	-88.2202	bwhite44@illinois.edu	Bryan White	Restricted	Unrestricted	Unrestricted
X2084038000	2084038000	*Microbiome	Draft	Cow gut	"Bovine rumen viral communities from University of Illinois Dairy Farm in Urbana, IL"	"Bovine rumen viral communities from University of Illinois Dairy Farm in Urbana, IL, Cow rumen 7664"	DOE Joint Genome Institute (JGI)	11/27/10	Newbler v. 2.5	No	1/22/22		153674931	445555	42.28	4.36	1596	H2	Both	40.0886	-88.2202	bwhite44@illinois.edu	Bryan White	Restricted	Unrestricted	Unrestricted
X2077657008	2077657008	*Microbiome	Permanent Draft	Cow gut	"Bovine rumen viral communities from University of Illinois Dairy Farm in Urbana, IL"	"Bovine rumen viral communities from University of Illinois Dairy Farm in Urbana, IL, Cow rumen 7887"	DOE Joint Genome Institute (JGI)	10/27/10	Newbler v. 2.5	No	1/22/22		73827693	211193	40.97	5.75	1391	H2	Both	40.0886	-88.2202	bwhite44@illinois.edu	Bryan White	Restricted	Unrestricted	Unrestricted
X3300009111	3300009111	*Microbiome	Permanent Draft	Wetland (freshwater)	"Wetland microbial communities from Old Woman Creek Reserve in Ohio, USA"	"Wetland microbial communities from Old Woman Creek Reserve in Ohio, USA - Mud_0915_D1"	DOE Joint Genome Institute (JGI)	6/1/16	MEGAHIT v. MEGAHIT v1.0.3	Yes	7/31/16	"Illumina HiSeq 2500-1TB, PacBio RS, PacBio RS II"	2393161247	5051363	58.12992	39.48	7420	"H2, Ac"	Both	41.2239	-82.3039	kwrighton@gmail.com	Kelly Wrighton	Restricted	Unrestricted	Unrestricted
X3300009131	3300009131	*Microbiome	Permanent Draft	Wetland (freshwater)	"Wetland microbial communities from Old Woman Creek Reserve in Ohio, USA"	"Wetland microbial communities from Old Woman Creek Reserve in Ohio, USA - Open_0915_D1"	DOE Joint Genome Institute (JGI)	6/1/16	MEGAHIT v. MEGAHIT v1.0.3	Yes	8/1/16	"Illumina HiSeq 2500-1TB, PacBio RS, PacBio RS II"	2309030813	4918483	58.72483	40.49	7331	"H2, Ac"	Both	41.224	-82.304	kwrighton@gmail.com	Kelly Wrighton	Restricted	Unrestricted	Unrestricted
X3300009179	3300009179	*Microbiome	Permanent Draft	Wetland (freshwater)	"Wetland microbial communities from Old Woman Creek Reserve in Ohio, USA"	"Wetland microbial communities from Old Woman Creek Reserve in Ohio, USA - Plant_0915_D1"	DOE Joint Genome Institute (JGI)	6/5/16	MEGAHIT v. MEGAHIT v1.0.3	Yes	8/5/16	"Illumina HiSeq 2500-1TB, PacBio RS, PacBio RS II"	2548561682	5535356	57.94875	40.06	7590	"H2, Ac"	Both	41.224	-82.304	kwrighton@gmail.com	Kelly Wrighton	Restricted	Unrestricted	Unrestricted
X2010549000	2010549000	*Microbiome	Draft	Rice field	"Rice endophytes microbial communities from the International Rice Research Institute, Philippines"	"Rice endophytes microbial communities from Berkeley, California, USA"	DOE Joint Genome Institute (JGI)	6/24/08	lucy / pga	No	10/15/09		46747680	64541	53.16	24.23	3375	"H2, Ac"	Both	14.1677	-121.2523	angela.sessitsch@ait.ac.at	"Sessitsch, Angela"	Restricted	Unrestricted	Unrestricted
X3300005903	3300005903	*Microbiome	Permanent Draft	Rice field	"Natural and restored wetland microbial communities from the San Francisco Bay, California, USA, that impact long-term carbon sequestration"	"Rice paddy soil microbial communities from Twitchell Island, California, USA - SF_Rice_10C_0N_303"	DOE Joint Genome Institute (JGI)	9/20/15	MEGAHIT v. MEGAHIT v0.2.0	Yes	7/31/17	Illumina HiSeq 2500-1TB	354347280	1186993	60.23787	44.31	5722	"H2, Ac"	Both	38.1087	-121.653	sgtringe@lbl.gov	Susannah Tringe	Restricted	Unrestricted	Unrestricted
X3300005904	3300005904	*Microbiome	Permanent Draft	Rice field	"Natural and restored wetland microbial communities from the San Francisco Bay, California, USA, that impact long-term carbon sequestration"	"Rice paddy soil microbial communities from Twitchell Island, California, USA - SF_Rice_10C_0N_404"	DOE Joint Genome Institute (JGI)	9/20/15	MEGAHIT v. MEGAHIT v0.2.0	Yes	7/31/17	Illumina HiSeq 2500-1TB	419974109	1366215	60.9366	44.23	5808	"H2, Ac"	Both	38.1087	-121.653	sgtringe@lbl.gov	Susannah Tringe	Restricted	Unrestricted	Unrestricted
X3300005897	3300005897	*Microbiome	Permanent Draft	Rice field	"Natural and restored wetland microbial communities from the San Francisco Bay, California, USA, that impact long-term carbon sequestration"	"Rice paddy soil microbial communities from Twitchell Island, California, USA - SF_Rice_10C_80N_103"	DOE Joint Genome Institute (JGI)	9/20/15	MEGAHIT v. MEGAHIT v0.2.0	Yes	7/31/17	Illumina HiSeq 2500-1TB	326257938	1106272	62.02832	45.28	5664	"H2, Ac"	Both	38.1087	-121.653	sgtringe@lbl.gov	Susannah Tringe	Restricted	Unrestricted	Unrestricted
X3300005896	3300005896	*Microbiome	Permanent Draft	Rice field	"Natural and restored wetland microbial communities from the San Francisco Bay, California, USA, that impact long-term carbon sequestration"	"Rice paddy soil microbial communities from Twitchell Island, California, USA - SF_Rice_10C_80N_204"	DOE Joint Genome Institute (JGI)	9/20/15	MEGAHIT v. MEGAHIT v0.2.0	Yes	7/31/17	Illumina HiSeq 2500-1TB	281472170	973823	64.11238	46.04	5657	"H2, Ac"	Both	38.1087	-121.653	sgtringe@lbl.gov	Susannah Tringe	Restricted	Unrestricted	Unrestricted
X3300005891	3300005891	*Microbiome	Permanent Draft	Rice field	"Natural and restored wetland microbial communities from the San Francisco Bay, California, USA, that impact long-term carbon sequestration"	"Rice paddy soil microbial communities from Twitchell Island, California, USA - SF_Rice_10C_80N_304"	DOE Joint Genome Institute (JGI)	9/19/15	MEGAHIT v. MEGAHIT v0.2.0	Yes	7/31/17	Illumina HiSeq 2500-1TB	348808672	1141099	62.75847	45.61	5705	"H2, Ac"	Both	38.1087	-121.653	sgtringe@lbl.gov	Susannah Tringe	Restricted	Unrestricted	Unrestricted
X3300005885	3300005885	*Microbiome	Permanent Draft	Rice field	"Natural and restored wetland microbial communities from the San Francisco Bay, California, USA, that impact long-term carbon sequestration"	"Rice paddy soil microbial communities from Twitchell Island, California, USA - SF_Rice_10C_80N_401"	DOE Joint Genome Institute (JGI)	9/18/15	MEGAHIT v. MEGAHIT v0.2.0	Yes	7/31/17	Illumina HiSeq 2500-1TB	241761530	814423	63.45782	47	5532	"H2, Ac"	Both	38.1087	-121.653	sgtringe@lbl.gov	Susannah Tringe	Restricted	Unrestricted	Unrestricted
X3300005890	3300005890	*Microbiome	Permanent Draft	Rice field	"Natural and restored wetland microbial communities from the San Francisco Bay, California, USA, that impact long-term carbon sequestration"	"Rice paddy soil microbial communities from Twitchell Island, California, USA - SF_Rice_20C_0N_104"	DOE Joint Genome Institute (JGI)	9/18/15	MEGAHIT v. MEGAHIT v0.2.0	Yes	7/31/17	Illumina HiSeq 2500-1TB	246463201	856669	62.43482	45.15	5553	"H2, Ac"	Both	38.1087	-121.653	sgtringe@lbl.gov	Susannah Tringe	Restricted	Unrestricted	Unrestricted
X3300005886	3300005886	*Microbiome	Permanent Draft	Rice field	"Natural and restored wetland microbial communities from the San Francisco Bay, California, USA, that impact long-term carbon sequestration"	"Rice paddy soil microbial communities from Twitchell Island, California, USA - SF_Rice_20C_0N_205"	DOE Joint Genome Institute (JGI)	9/18/15	MEGAHIT v. MEGAHIT v0.2.0	Yes	7/31/17	Illumina HiSeq 2500-1TB	242268860	810287	64.75953	46.65	5537	"H2, Ac"	Both	38.1087	-121.653	sgtringe@lbl.gov	Susannah Tringe	Restricted	Unrestricted	Unrestricted
X3300005873	3300005873	*Microbiome	Permanent Draft	Rice field	"Natural and restored wetland microbial communities from the San Francisco Bay, California, USA, that impact long-term carbon sequestration"	"Rice paddy soil microbial communities from Twitchell Island, California, USA - SF_Rice_20C_0N_301"	DOE Joint Genome Institute (JGI)	9/17/15	MEGAHIT v. MEGAHIT v0.2.0	Yes	7/31/17	Illumina HiSeq 2500-1TB	235379817	787699	64.24927	46.19	5488	"H2, Ac"	Both	38.1087	-121.653	sgtringe@lbl.gov	Susannah Tringe	Restricted	Unrestricted	Unrestricted
X3300005874	3300005874	*Microbiome	Permanent Draft	Rice field	"Natural and restored wetland microbial communities from the San Francisco Bay, California, USA, that impact long-term carbon sequestration"	"Rice paddy soil microbial communities from Twitchell Island, California, USA - SF_Rice_20C_0N_404"	DOE Joint Genome Institute (JGI)	9/17/15	MEGAHIT v. MEGAHIT v0.2.0	Yes	7/31/17	Illumina HiSeq 2500-1TB	278798404	916066	64.78828	46.57	5677	"H2, Ac"	Both	38.1087	-121.653	sgtringe@lbl.gov	Susannah Tringe	Restricted	Unrestricted	Unrestricted
X3300005888	3300005888	*Microbiome	Permanent Draft	Rice field	"Natural and restored wetland microbial communities from the San Francisco Bay, California, USA, that impact long-term carbon sequestration"	"Rice paddy soil microbial communities from Twitchell Island, California, USA - SF_Rice_20C_80N_103"	DOE Joint Genome Institute (JGI)	9/18/15	MEGAHIT v. MEGAHIT v0.2.0	Yes	7/31/17	Illumina HiSeq 2500-1TB	295643322	978948	64.61999	46.39	5637	"H2, Ac"	Both	38.1087	-121.653	sgtringe@lbl.gov	Susannah Tringe	Restricted	Unrestricted	Unrestricted
X3300005889	3300005889	*Microbiome	Permanent Draft	Rice field	"Natural and restored wetland microbial communities from the San Francisco Bay, California, USA, that impact long-term carbon sequestration"	"Rice paddy soil microbial communities from Twitchell Island, California, USA - SF_Rice_20C_80N_201"	DOE Joint Genome Institute (JGI)	9/18/15	MEGAHIT v. MEGAHIT v0.2.0	Yes	7/31/17	Illumina HiSeq 2500-1TB	248328605	851011	64.59166	46.36	5601	"H2, Ac"	Both	38.1087	-121.653	sgtringe@lbl.gov	Susannah Tringe	Restricted	Unrestricted	Unrestricted
