"","Plot","Easting","Northing","Site","Hyphae","Vesicles","Arbuscules","AM","DSE","NM","Colonization","AM_Present","DS_Present","Olpidium","Species","Family","Class","Type","Group","Stems_2008","Stems_2015","Stem_Change","Density","Rich_2015","PCo1","PCo2","Elevation","Snowpack","Moisture","Sand","MBC","DOC7","TDN7","TDP","TDIP","pH","Spores","AG","BG","BXYL","CBH","LAP","NAG","PHOS","BG.NAG","NAG.PHOS","Glomeromycota","Pleosporales","Microascales","Xylariales","Pezizales","Dothideales","Leotiales","Chaetothyriales","Eurotiales","Onygenales","Saccharomycetales","Taphrinales","Ambispora","Archaeospora","Acaulospora","Diversispora","Entrophospora","Gigaspora","Scutellospora","Glomus","Paraglomus","Herpotrichia","Leptosphaeria","Pleospora","Xylaria","Dothidea","Cudonia","Sclerotinia","Spathularia","Capronia","Elaphomyces","Debaryomyces","Taphrina","Alternaria","Aspergillus","Phialocephala","Phialophora","Shannon","DOC15","TDN15","Mean.Snow","Trend.Snow","CV.Snow","Julian","AMlogit","DSElogit","DensityLog","TDPlog","TDNlog","DSE_Curve"
"153",136,445122,4433632,"D",0,0,0,0,0,100,0,0,0,0,"FESBRA","Poaceae","Graminoid","Grass","Grass",40,191,151,61,10,0.322465402,0.08464479,3844,227.495,1.01,78,109.104,26.56612127,4.918167264,3.27,5.07,4.2,56,0.949633387,20.96069964,2.191617415,4.230897701,0.147228285,3.985718493,42.47483139,5.258951348,0.093837182,0.010452115,0.166882731,0,0.000108032,0.002457732,0.000189056,5.4e-05,0.042159564,0.003294982,0,0.003673095,0.000918274,0,0,0,5.4e-05,0,0,0,0,0,0,0,0,5.4e-05,5.4e-05,0,0.000378113,0,0.000999298,8.1e-05,0,0.000243072,5.4e-05,0,0.000351105,0,1.31,13.09,2.17,179.52,-1.69,0.45,235,-3.66356164612965,-3.66356164612965,4.11087386417331,1.18478998490916,0.774727167552368,5.09919320290728
"154",136,445122,4433632,"D",2,0,0,2,13,85,15,1,1,0,"TRISPI","Poaceae","Graminoid","Grass","Grass",40,191,151,61,10,0.322465402,0.08464479,3844,227.495,1.01,78,109.104,26.56612127,4.918167264,3.27,5.07,4.2,56,0.949633387,20.96069964,2.191617415,4.230897701,0.147228285,3.985718493,42.47483139,5.258951348,0.093837182,0.010452115,0.166882731,0,0.000108032,0.002457732,0.000189056,5.4e-05,0.042159564,0.003294982,0,0.003673095,0.000918274,0,0,0,5.4e-05,0,0,0,0,0,0,0,0,5.4e-05,5.4e-05,0,0.000378113,0,0.000999298,8.1e-05,0,0.000243072,5.4e-05,0,0.000351105,0,1.31,13.09,2.17,179.52,-1.69,0.45,235,-3.07856827913314,-1.74641454185999,4.11087386417331,1.18478998490916,0.774727167552368,5.09919320290728
"29",47,445430,4433885,"A",12,1,0,12,0,88,12,1,0,0,"CIRSCO","Asteraceae","Forb","Forb","Forb",30,77,47,25,15,0.071025207,-0.175504167,3844.1,65,16.28,71,72.384,93.68169551,11.93207362,2.49,4.22,4.8,11,1.873584544,67.35449682,6.867768442,17.40239013,1.425139203,9.269708498,134.5278045,7.26608575,0.068905521,0.006252974,0.14409026,0.000611704,0.000407803,0.001291375,0.001427309,0.000203901,0.044518453,0.00210698,0.001291375,0.000135934,0.000339836,0,0,6.8e-05,0.00047577,0,0,0,0,0.001495276,0,6.8e-05,0,0,0,0,0.000271868,0,0.005029566,0,0,0,0,0,0,0,1.9,9.86,3.55,178.46,0.09,0.78,228,-1.82362057129704,-3.66356164612965,3.2188758248682,0.912282710476616,1.26694760348732,5.10324650398216
"30",47,445430,4433885,"A",3,0,0,3,0,97,3,1,0,0,"ELYSCR","Poaceae","Graminoid","Grass","Grass",30,77,47,25,15,0.071025207,-0.175504167,3844.1,65,16.28,71,72.384,93.68169551,11.93207362,2.49,4.22,4.8,11,1.873584544,67.35449682,6.867768442,17.40239013,1.425139203,9.269708498,134.5278045,7.26608575,0.068905521,0.006252974,0.14409026,0.000611704,0.000407803,0.001291375,0.001427309,0.000203901,0.044518453,0.00210698,0.001291375,0.000135934,0.000339836,0,0,6.8e-05,0.00047577,0,0,0,0,0.001495276,0,6.8e-05,0,0,0,0,0.000271868,0,0.005029566,0,0,0,0,0,0,0,1.9,9.86,3.55,178.46,0.09,0.78,228,-2.87308931674742,-3.66356164612965,3.2188758248682,0.912282710476616,1.26694760348732,5.10324650398216
"31",47,445430,4433885,"A",0,0.5,0,0.5,1,99,1,1,1,0,"FESBRA","Poaceae","Graminoid","Grass","Grass",30,77,47,25,15,0.071025207,-0.175504167,3844.1,65,16.28,71,72.384,93.68169551,11.93207362,2.49,4.22,4.8,11,1.873584544,67.35449682,6.867768442,17.40239013,1.425139203,9.269708498,134.5278045,7.26608575,0.068905521,0.006252974,0.14409026,0.000611704,0.000407803,0.001291375,0.001427309,0.000203901,0.044518453,0.00210698,0.001291375,0.000135934,0.000339836,0,0,6.8e-05,0.00047577,0,0,0,0,0.001495276,0,6.8e-05,0,0,0,0,0.000271868,0,0.005029566,0,0,0,0,0,0,0,1.9,9.86,3.55,178.46,0.09,0.78,228,-3.48472463825738,-3.33168677783125,3.2188758248682,0.912282710476616,1.26694760348732,5.10324650398216
"35",51,445199,4433772,"A",29,0,1,29,0.5,72,28,1,1,0,"BESALP","Scrophulariaceae","Forb","Forb","Forb",42,67,25,21,8,0.040403355,-0.18558784,3846.7,60.6189,6.38,84,42.753,38.31181688,5.561203054,3.31,7.39,4.77,19,1.833052011,NA,6.452115502,12.69806749,0.885679982,8.021201366,81.29043411,NA,0.098673373,0.007709721,0.080935665,0,0.001377908,0.000623339,0.000229651,3.28e-05,0.175256717,0.001541944,0,0.000164037,0.000623339,0,0,0.000754568,3.28e-05,0,0,0,0,0,0,0.002919852,0,0.000787376,0,0,0,0,0.00551163,0,6.56e-05,0.000164037,0,0,0,0.000164037,1.45,7.43,1.07,69.34,0.89,0.72,230,-0.844918040130274,-3.48472463825738,3.04452243772342,1.19694818938897,0.0676586484738149,5.21090590518566
"36",51,445199,4433772,"A",0,2,0,2,10,88,12,1,1,0,"FESBRA","Poaceae","Graminoid","Grass","Grass",42,67,25,21,8,0.040403355,-0.18558784,3846.7,60.6189,6.38,84,42.753,38.31181688,5.561203054,3.31,7.39,4.77,19,1.833052011,NA,6.452115502,12.69806749,0.885679982,8.021201366,81.29043411,NA,0.098673373,0.007709721,0.080935665,0,0.001377908,0.000623339,0.000229651,3.28e-05,0.175256717,0.001541944,0,0.000164037,0.000623339,0,0,0.000754568,3.28e-05,0,0,0,0,0,0,0.002919852,0,0.000787376,0,0,0,0,0.00551163,0,6.56e-05,0.000164037,0,0,0,0.000164037,1.45,7.43,1.07,69.34,0.89,0.72,230,-3.07856827913314,-1.99243016469021,3.04452243772342,1.19694818938897,0.0676586484738149,5.21090590518566
"37",51,445199,4433772,"A",0,0.5,0,0.5,0,99.5,0.5,1,0,1,"TRISPI","Poaceae","Graminoid","Grass","Grass",42,67,25,21,8,0.040403355,-0.18558784,3846.7,60.6189,6.38,84,42.753,38.31181688,5.561203054,3.31,7.39,4.77,19,1.833052011,NA,6.452115502,12.69806749,0.885679982,8.021201366,81.29043411,NA,0.098673373,0.007709721,0.080935665,0,0.001377908,0.000623339,0.000229651,3.28e-05,0.175256717,0.001541944,0,0.000164037,0.000623339,0,0,0.000754568,3.28e-05,0,0,0,0,0,0,0.002919852,0,0.000787376,0,0,0,0,0.00551163,0,6.56e-05,0.000164037,0,0,0,0.000164037,1.45,7.43,1.07,69.34,0.89,0.72,230,-3.48472463825738,-3.66356164612965,3.04452243772342,1.19694818938897,0.0676586484738149,5.21090590518566
"27",43,445408,4433898,"A",32,5,1,32,3,67,33,1,1,0,"SENFRE","Asteraceae","Forb","Forb","Forb",44,47,3,15,9,-0.166582199,-0.175941179,3856.3,65,14.94,73,14.59,47.15593715,6.927198587,3.59,6.56,4.73,2,1.389357236,53.5943251,4.857250171,11.61065845,0.941101387,4.4952936,84.30228041,11.92231918,0.053323511,0.004955774,0.114735587,0,0,0.000250925,0,0,0.107333292,0,0.001631014,0,0,0,0,0,0.001191895,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020764067,0,0,0,0,0,0,0,1.52,11.17,2.19,138.07,3.34,0.73,228,-0.71271138620631,-2.87308931674742,2.70805020110221,1.27815220250019,0.783901543828409,5.64634929240576
"28",43,445408,4433898,"A",0,6,0,6,4,90,10,1,1,0,"TRISPI","Poaceae","Graminoid","Grass","Grass",44,47,3,15,9,-0.166582199,-0.175941179,3856.3,65,14.94,73,14.59,47.15593715,6.927198587,3.59,6.56,4.73,2,1.389357236,53.5943251,4.857250171,11.61065845,0.941101387,4.4952936,84.30228041,11.92231918,0.053323511,0.004955774,0.114735587,0,0,0.000250925,0,0,0.107333292,0,0.001631014,0,0,0,0,0,0.001191895,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020764067,0,0,0,0,0,0,0,1.52,11.17,2.19,138.07,3.34,0.73,228,-2.41547814335624,-2.69954855584689,2.70805020110221,1.27815220250019,0.783901543828409,5.64634929240576
"38",53,445102,4433669,"A",0,0.5,0,0.5,8,92,8,1,1,0,"FESBRA","Poaceae","Graminoid","Grass","Grass",48,86,38,27,7,0.131364331,-0.164518737,3859.5,197.641,12.36,67,254.337,56.31854027,6.29838576,4.25,8.39,4.41,6,1.737586956,NA,3.229641879,8.025518352,0.366263534,6.460732317,58.9323311,NA,0.109629675,0.002906242,0.064821835,0,8.42e-05,0.000252717,0.000421195,0,0.09047258,0.00227445,0,0.000589672,0.001347822,0,0,0,0.000126358,0,0,0,0,0,0,0,0,0,0,0,0.000421195,0,0.000210597,0,0,0.000294836,0,0,0,0,1.33,16.22,1.89,161.45,-0.9,0.5,238,-3.48472463825738,-2.18616251763036,3.29583686600433,1.44691898293633,0.636576829071551,5.80476283748203
"39",54,445102,4433669,"A",0,0,0,0,0.5,99.5,0.5,0,1,0,"FESBRA","Poaceae","Graminoid","Grass","Grass",48,42,-6,13,5,-0.184725094,-0.201177805,3859.5,197.641,12.36,67,254.337,56.31854027,6.29838576,4.25,8.39,4.41,NA,1.956987548,40.63622621,2.934537687,18.29365818,1.015818967,8.443470578,55.68378842,4.812739718,0.151632474,0.000138619,0.129220959,0,2.77e-05,0.000443582,0.000998059,2.77e-05,0.184003327,0.000194067,0,0.000277239,0.001025783,0,0,0,0,0,8.32e-05,0,0,0,0,2.77e-05,0,0,0,0,2.77e-05,0,0.000304963,0,0,0.000415858,0.000110895,0,2.77e-05,0,1.3,8.78,0.6,193.52,-2.56,0.46,235,-3.66356164612965,-3.48472463825738,2.56494935746154,1.44691898293633,-0.510825623765991,5.80476283748203
"22",36,445084,4433630,"A",0,1,0,1,1,98,2,1,1,0,"ELYSCR","Poaceae","Graminoid","Grass","Grass",36,87,51,28,8,0.138037098,-0.173740133,3863.2,261.915,5.26,70,15.226,40.16918098,7.038971855,4.38,7.24,3.93,8,1.490485039,57.68356171,NA,11.36427016,0.812962048,18.88551074,NA,3.054381875,NA,0.00152399,0.043512534,0,0.000210205,0.002732671,0.000998476,0,0.072363235,0.001681644,0,0.000472962,0.001734195,0,0,0,0.000472962,0,0,0,0,0,0,0.000998476,0,0,0.000105103,0,0,0,0.000105103,0,0.000210205,0.000630616,5.26e-05,0,0,0,1.51,16.63,1.66,190.4,-2.85,0.45,238,-3.33168677783125,-3.33168677783125,3.3322045101752,1.47704872438835,0.506817602368452,5.99619692135319
"23",36,445084,4433630,"A",0,0,0,0,6,94,6,0,1,0,"FESBRA","Poaceae","Graminoid","Grass","Grass",36,87,51,28,8,0.138037098,-0.173740133,3863.2,261.915,5.26,70,15.226,40.16918098,7.038971855,4.38,7.24,3.93,8,1.490485039,57.68356171,NA,11.36427016,0.812962048,18.88551074,NA,3.054381875,NA,0.00152399,0.043512534,0,0.000210205,0.002732671,0.000998476,0,0.072363235,0.001681644,0,0.000472962,0.001734195,0,0,0,0.000472962,0,0,0,0,0,0,0.000998476,0,0,0.000105103,0,0,0,0.000105103,0,0.000210205,0.000630616,5.26e-05,0,0,0,1.51,16.63,1.66,190.4,-2.85,0.45,238,-3.66356164612965,-2.41547814335624,3.3322045101752,1.47704872438835,0.506817602368452,5.99619692135319
"24",39,445153,4433795,"A",0,0,0,0,20,80,20,0,1,0,"ELYSCR","Poaceae","Graminoid","Grass","Grass",37,93,56,30,9,0.128705812,-0.138078084,3870.3,63.5581,7.53,87,82.312,27.52079207,4.422122999,3.59,2.94,4.2,50,1.583687921,58.0174198,7.181557374,9.629360776,0.864575393,9.732206241,62.09117192,5.961384126,0.156740579,0.030168067,0.178823529,0.00012605,0.000462185,0.000462185,0.00012605,0.02697479,0.04105042,0.000210084,8.4e-05,0.000462185,0.001596639,4.2e-05,0,0.00012605,0.002605042,0,0.000504202,0,0,0.001008403,0,0.004579832,0,0.00012605,0,0,0,0,0.015210084,0,0,0.001008403,0,0,0,0,1.44,12.97,1.29,82.73,0.67,0.85,230,-3.66356164612965,-1.29504568965475,3.40119738166216,1.27815220250019,0.254642218373581,6.38837782212514
"25",39,445153,4433795,"A",0,6,0,6,0,94,6,1,0,0,"SENFRE","Asteraceae","Forb","Forb","Forb",37,93,56,30,9,0.128705812,-0.138078084,3870.3,63.5581,7.53,87,82.312,27.52079207,4.422122999,3.59,2.94,4.2,50,1.583687921,58.0174198,7.181557374,9.629360776,0.864575393,9.732206241,62.09117192,5.961384126,0.156740579,0.030168067,0.178823529,0.00012605,0.000462185,0.000462185,0.00012605,0.02697479,0.04105042,0.000210084,8.4e-05,0.000462185,0.001596639,4.2e-05,0,0.00012605,0.002605042,0,0.000504202,0,0,0.001008403,0,0.004579832,0,0.00012605,0,0,0,0,0.015210084,0,0,0.001008403,0,0,0,0,1.44,12.97,1.29,82.73,0.67,0.85,230,-2.41547814335624,-3.66356164612965,3.40119738166216,1.27815220250019,0.254642218373581,6.38837782212514
"26",39,445153,4433795,"A",4,2,0,4,1,93,7,1,1,0,"TRISPI","Poaceae","Graminoid","Grass","Grass",37,93,56,30,9,0.128705812,-0.138078084,3870.3,63.5581,7.53,87,82.312,27.52079207,4.422122999,3.59,2.94,4.2,50,1.583687921,58.0174198,7.181557374,9.629360776,0.864575393,9.732206241,62.09117192,5.961384126,0.156740579,0.030168067,0.178823529,0.00012605,0.000462185,0.000462185,0.00012605,0.02697479,0.04105042,0.000210084,8.4e-05,0.000462185,0.001596639,4.2e-05,0,0.00012605,0.002605042,0,0.000504202,0,0,0.001008403,0,0.004579832,0,0.00012605,0,0,0,0,0.015210084,0,0,0.001008403,0,0,0,0,1.44,12.97,1.29,82.73,0.67,0.85,230,-2.69954855584689,-3.33168677783125,3.40119738166216,1.27815220250019,0.254642218373581,6.38837782212514
"21",22,445066,4433574,"A",1,0,0,1,0,99,1,1,0,0,"POASPP","Poaceae","Graminoid","Grass","Grass",NA,80,NA,25,4,0.047116853,-0.206687694,3875.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.472194861,29.74196525,4.016114409,8.314005525,0.911336977,5.753877277,NA,5.169030172,NA,0.001356469,0.076979596,0.000904312,0.000226078,0.000282598,0.000113039,0,0.073418866,0.007517097,0,5.65e-05,0.000339117,0,0,0,0.00124343,0,0,0,0,0,0,0.000791273,0,0.000226078,0,0,0.000169559,0,0,0,0,0.000113039,0,0,0,0,1.24,15.8,2.81,222.63,-6.78,0.44,238,-3.33168677783125,-3.66356164612965,3.2188758248682,NA,1.03318448334565,6.68415574048389
"19",20,445077,4433730,"A",0,0,0,0,0,100,0,0,0,0,"SENFRE","Asteraceae","Forb","Forb","Forb",29,38,9,12,4,-0.239781864,-0.125131196,3882.4,132.896,8.7,64,125.285,48.34901439,9.874368435,9.17,14.39,4.49,3,0.64819456,21.61737125,1.585424233,3.616932537,0.901444196,6.691532701,NA,3.23055602,NA,0.006422352,0.205217334,0,6.62e-05,0.00182077,0.000728308,0.004601582,0.036647135,0.002019399,0,0.000960042,0.002151819,0,0,0,0,0,0,0,0,0,0,0.000331049,0,3.31e-05,3.31e-05,0,0.00013242,0,0.001423511,0,0.000430364,0.001324196,0.000297944,0,0,0,1.27,32.04,2.84,143.72,-2.28,0.52,238,-3.66356164612965,-3.66356164612965,2.484906649788,2.21593728626837,1.04380405217311,7.13198412785068
"20",20,445077,4433730,"A",0,0,0,0,0,100,0,0,0,0,"TRISPI","Poaceae","Graminoid","Grass","Grass",29,38,9,12,4,-0.239781864,-0.125131196,3882.4,132.896,8.7,64,125.285,48.34901439,9.874368435,9.17,14.39,4.49,3,0.64819456,21.61737125,1.585424233,3.616932537,0.901444196,6.691532701,NA,3.23055602,NA,0.006422352,0.205217334,0,6.62e-05,0.00182077,0.000728308,0.004601582,0.036647135,0.002019399,0,0.000960042,0.002151819,0,0,0,0,0,0,0,0,0,0,0.000331049,0,3.31e-05,3.31e-05,0,0.00013242,0,0.001423511,0,0.000430364,0.001324196,0.000297944,0,0,0,1.27,32.04,2.84,143.72,-2.28,0.52,238,-3.66356164612965,-3.66356164612965,2.484906649788,2.21593728626837,1.04380405217311,7.13198412785068
"16",18,445147,4433842,"A",32,2,2,32,3,66,34,1,1,0,"BESALP","Scrophulariaceae","Forb","Forb","Forb",54,118,64,38,10,0.229934612,-0.066067963,3886.4,65,16.28,62,122.735,81.27185726,13.51787359,4.71,8.76,4.45,59,14.89476359,320.5554553,42.0076309,103.1314105,NA,63.96507477,305.6453283,5.011413751,0.209278758,0.031573571,0.062079213,0.000742908,0.000185727,0.002878767,0.00027859,0.002553745,0.094163533,0.009147049,0.001532247,0.003900265,0.000510749,0.003064494,0,0.000464317,0.000464317,0,0,0,0,4.64e-05,0,0.002321586,0,0,0,0,0.000975066,0,0.029019826,0,0,0,0,0,0,0,1.75,32.96,3.75,92.63,0.78,0.86,230,-0.71271138620631,-2.87308931674742,3.63758615972639,1.54968790802833,1.32175583998232,7.3986616758779
"17",18,445147,4433842,"A",12,0.5,0,12,1,87,13,1,1,0,"FESBRA","Poaceae","Graminoid","Grass","Grass",54,118,64,38,10,0.229934612,-0.066067963,3886.4,65,16.28,62,122.735,81.27185726,13.51787359,4.71,8.76,4.45,59,14.89476359,320.5554553,42.0076309,103.1314105,NA,63.96507477,305.6453283,5.011413751,0.209278758,0.031573571,0.062079213,0.000742908,0.000185727,0.002878767,0.00027859,0.002553745,0.094163533,0.009147049,0.001532247,0.003900265,0.000510749,0.003064494,0,0.000464317,0.000464317,0,0,0,0,4.64e-05,0,0.002321586,0,0,0,0,0.000975066,0,0.029019826,0,0,0,0,0,0,0,1.75,32.96,3.75,92.63,0.78,0.86,230,-1.82362057129704,-3.33168677783125,3.63758615972639,1.54968790802833,1.32175583998232,7.3986616758779
"18",18,445147,4433842,"A",3,1,0,3,64,34,66,1,1,0,"SILACA","Caryophyllaceae","Forb","Forb","Forb",54,118,64,38,10,0.229934612,-0.066067963,3886.4,65,16.28,62,122.735,81.27185726,13.51787359,4.71,8.76,4.45,59,14.89476359,320.5554553,42.0076309,103.1314105,NA,63.96507477,305.6453283,5.011413751,0.209278758,0.031573571,0.062079213,0.000742908,0.000185727,0.002878767,0.00027859,0.002553745,0.094163533,0.009147049,0.001532247,0.003900265,0.000510749,0.003064494,0,0.000464317,0.000464317,0,0,0,0,4.64e-05,0,0.002321586,0,0,0,0,0.000975066,0,0.029019826,0,0,0,0,0,0,0,1.75,32.96,3.75,92.63,0.78,0.86,230,-2.87308931674742,0.545108574089606,3.63758615972639,1.54968790802833,1.32175583998232,7.39866167587789
"13",13,445467,4433965,"A",0,0,0,0,0,100,0,0,0,0,"CIRSCO","Asteraceae","Forb","Forb","Forb",12,51,39,16,8,-0.086014887,-0.19223528,3893.8,65,5.26,66,88.574,19.52631579,4.221052632,0.86,4.37,4.04,10,1.318472036,44.34349564,2.753522062,7.84614974,NA,3.500776572,60.07815178,12.66675971,0.058270377,0.019253638,0.068973328,0,0,0.000226513,0,0.005039923,0.075881987,0.001528965,0,0.000113257,0.000792797,0,0,0,0.011948581,0,0,0.000283142,0,0,0,0.000396398,0,0,0,0,0,0,0.002774789,0,0,0.000736169,0.000509655,0,0,0,1.65,7.15,2.88,186.77,-4.82,0.87,228,-3.66356164612965,-3.66356164612965,2.77258872223978,-0.150822889734584,1.05779029414785,7.91933688323347
"14",13,445467,4433965,"A",0,0,0,0,8,92,8,0,1,0,"FESBRA","Poaceae","Graminoid","Grass","Grass",12,51,39,16,8,-0.086014887,-0.19223528,3893.8,65,5.26,66,88.574,19.52631579,4.221052632,0.86,4.37,4.04,10,1.318472036,44.34349564,2.753522062,7.84614974,NA,3.500776572,60.07815178,12.66675971,0.058270377,0.019253638,0.068973328,0,0,0.000226513,0,0.005039923,0.075881987,0.001528965,0,0.000113257,0.000792797,0,0,0,0.011948581,0,0,0.000283142,0,0,0,0.000396398,0,0,0,0,0,0,0.002774789,0,0,0.000736169,0.000509655,0,0,0,1.65,7.15,2.88,186.77,-4.82,0.87,228,-3.66356164612965,-2.18616251763036,2.77258872223978,-0.150822889734584,1.05779029414785,7.91933688323347
"15",13,445467,4433965,"A",1,1,0,1,55,45,55,1,1,1,"TRISPI","Poaceae","Graminoid","Grass","Grass",12,51,39,16,8,-0.086014887,-0.19223528,3893.8,65,5.26,66,88.574,19.52631579,4.221052632,0.86,4.37,4.04,10,1.318472036,44.34349564,2.753522062,7.84614974,NA,3.500776572,60.07815178,12.66675971,0.058270377,0.019253638,0.068973328,0,0,0.000226513,0,0.005039923,0.075881987,0.001528965,0,0.000113257,0.000792797,0,0,0,0.011948581,0,0,0.000283142,0,0,0,0.000396398,0,0,0,0,0,0,0.002774789,0,0,0.000736169,0.000509655,0,0,0,1.65,7.15,2.88,186.77,-4.82,0.87,228,-3.33168677783125,0.190574698550676,2.77258872223978,-0.150822889734584,1.05779029414785,7.91933688323347
"10",9,445301,4433948,"A",19,0,0,19,0,81,19,1,0,0,"CARALB","Cyperaceae","Graminoid","Sedge","Sedge",49,94,45,30,11,0.162926947,-0.162482137,3900.9,65,5.26,78,29.189,35.70526316,4.373684211,2.01,5.94,4.34,14,1.859395603,26.85447036,2.109457755,8.001412907,NA,5.477748277,55.13959759,4.902465211,0.099343276,0.032691037,0.086023692,0,0,0.001118511,0,0,0.05490874,0.012456149,0,0.000406731,0.000559256,0,0,0.007270324,0.000101683,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001982816,0,0,0.000457573,0.000101683,0.000152524,0,0,1.71,7.74,1.38,90.59,0.1,0.71,228,-1.35226695204048,-3.66356164612965,3.40119738166216,0.698134722070984,0.322083499169113,8.45224613853565
"11",9,445301,4433948,"A",0,0,0,0,9,91,9,0,1,0,"FESBRA","Poaceae","Graminoid","Grass","Grass",49,94,45,30,11,0.162926947,-0.162482137,3900.9,65,5.26,78,29.189,35.70526316,4.373684211,2.01,5.94,4.34,14,1.859395603,26.85447036,2.109457755,8.001412907,NA,5.477748277,55.13959759,4.902465211,0.099343276,0.032691037,0.086023692,0,0,0.001118511,0,0,0.05490874,0.012456149,0,0.000406731,0.000559256,0,0,0.007270324,0.000101683,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001982816,0,0,0.000457573,0.000101683,0.000152524,0,0,1.71,7.74,1.38,90.59,0.1,0.71,228,-3.66356164612965,-2.08564398614808,3.40119738166216,0.698134722070984,0.322083499169113,8.45224613853565
"12",9,445301,4433948,"A",1,0,0,1,3,96,4,1,1,0,"TRISPI","Poaceae","Graminoid","Grass","Grass",49,94,45,30,11,0.162926947,-0.162482137,3900.9,65,5.26,78,29.189,35.70526316,4.373684211,2.01,5.94,4.34,14,1.859395603,26.85447036,2.109457755,8.001412907,NA,5.477748277,55.13959759,4.902465211,0.099343276,0.032691037,0.086023692,0,0,0.001118511,0,0,0.05490874,0.012456149,0,0.000406731,0.000559256,0,0,0.007270324,0.000101683,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001982816,0,0,0.000457573,0.000101683,0.000152524,0,0,1.71,7.74,1.38,90.59,0.1,0.71,228,-3.33168677783125,-2.87308931674742,3.40119738166216,0.698134722070984,0.322083499169113,8.45224613853565
"7",7,445185,4433921,"A",17,1,0,17,1,82,18,1,1,0,"CARPHA","Cyperaceae","Graminoid","Sedge","Sedge",60,105,45,33,10,0.188478911,-0.113495533,3927.8,65,1.01,76,11.758,15.1969697,1.994949495,0.48,2.71,4.55,21,1.842674211,49.48262033,6.627700733,16.6421698,1.978993866,8.43920171,87.19904499,5.863424294,0.096780896,0.012420232,0.053107199,0,4.28e-05,0.000728083,0.001413337,0,0.092809114,0.001199195,0,0.000214142,0.000214142,0,0,0,0.000342627,0,0,0,0,0,0,0,0,0,0,0,0.005824661,0,0.000813739,0,0,0,4.28e-05,0,4.28e-05,0,1.72,37.54,4.48,84.82,-0.6,0.7,228,-1.47291468757522,-3.33168677783125,3.49650756146648,-0.7339691750802,1.49962304642689,10.7675089615879
"8",7,445185,4433921,"A",0,0,0,0,0,100,0,0,0,0,"FESBRA","Poaceae","Graminoid","Grass","Grass",60,105,45,33,10,0.188478911,-0.113495533,3927.8,65,1.01,76,11.758,15.1969697,1.994949495,0.48,2.71,4.55,21,1.842674211,49.48262033,6.627700733,16.6421698,1.978993866,8.43920171,87.19904499,5.863424294,0.096780896,0.012420232,0.053107199,0,4.28e-05,0.000728083,0.001413337,0,0.092809114,0.001199195,0,0.000214142,0.000214142,0,0,0,0.000342627,0,0,0,0,0,0,0,0,0,0,0,0.005824661,0,0.000813739,0,0,0,4.28e-05,0,4.28e-05,0,1.72,37.54,4.48,84.82,-0.6,0.7,228,-3.66356164612965,-3.66356164612965,3.49650756146648,-0.7339691750802,1.49962304642689,10.7675089615879
"9",7,445185,4433921,"A",3,14,1,14,17,73,27,1,1,0,"GEUROS","Rosaceae","Forb","Forb","Forb",60,105,45,33,10,0.188478911,-0.113495533,3927.8,65,1.01,76,11.758,15.1969697,1.994949495,0.48,2.71,4.55,21,1.842674211,49.48262033,6.627700733,16.6421698,1.978993866,8.43920171,87.19904499,5.863424294,0.096780896,0.012420232,0.053107199,0,4.28e-05,0.000728083,0.001413337,0,0.092809114,0.001199195,0,0.000214142,0.000214142,0,0,0,0.000342627,0,0,0,0,0,0,0,0,0,0,0,0.005824661,0,0.000813739,0,0,0,4.28e-05,0,4.28e-05,0,1.72,37.54,4.48,84.82,-0.6,0.7,228,-1.67318498121536,-1.47291468757522,3.49650756146648,-0.7339691750802,1.49962304642689,10.7675089615879
"4",5,445040,4433817,"A",0,0.5,0,0.5,30,70,30,1,1,0,"FESBRA","Poaceae","Graminoid","Grass","Grass",36,98,62,31,13,0.176963505,-0.110019158,3932.8,95.5209,6.38,78,22.644,21.75,4.574468085,2.61,8.95,4.29,10,1.045256299,51.00057733,7.2063169,9.597869571,1.238238034,6.012351611,65.40179233,8.482633856,0.091929462,0.001491128,0.008946767,0.000198817,0,0.000497043,0,0.001143198,0.001689945,0,0,0,0.001888762,0,0,0,0,0,0,0.001342015,0,0,0,0,0,0,0,0,0,0,4.97e-05,0,0,0.001888762,0,0,0,0,1.77,35.79,4.91,132.44,-6.32,0.78,230,-3.48472463825738,-0.800119300112113,3.43398720448515,0.959350221334602,1.59127394180643,11.2495126091536
