Taxon	S.0	S.30	S.56	S.63	S.65	S.66	S.74	S.89	S.95	S.99	S.104	S.106	S.107	S.119	S.120	S.132	S.137	S.139	S.157	S.159	S.89.15	S.107.15	S.119.15	S.137.15
k__Bacteria;p__Planctomycetes;c__vadinHA49;o__DH61;f__	0.003369994	0.001087477	0.000925319	0.000300496	0.004740125	0.00267475	0.001790045	0.00063674	0.004358881	0.00092655	0.000577489	0.000163782	0.001904679	0.006182286	0.001313646	0.001410047	0.004570769	0.000540394	0.0035102	0	0.000222532	0.002193022	0.001098755	0.002208244
k__Bacteria;p__Planctomycetes;c__vadinHA49;o__p04_C01;f__	0.000313488	0.000434991	7.71E-05	0	0.00012474	0.00053495	5.77E-05	0.000212247	0.00072648	0	3.85E-05	0.000109188	0.000216441	0.000122421	0.000683096	0.00042805	0.001397857	0.000180131	0.000941141	0	0.000323684	0.000731007	0.001198642	0.00113758
k__Bacteria;p__Proteobacteria;Other;Other;Other	0.000548604	0.001283222	0.000751822	0.000826363	0.003991684	0.00053495	0.000664049	0.000672114	0.00036324	0.000280773	0.000712237	0.000382159	0.000865763	0.000979372	0.001497557	0.00083092	0.001264727	0.000720526	0.001780536	0.00720865	0.000768748	0.00158682	0.00136512	0.001873662
k__Bacteria;p__Proteobacteria;c__;o__;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.63E-05	0	8.88E-05	0	0	0	0	1.78E-05	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;Other;Other	0.000313488	4.35E-05	0.00046266	0	0.00037422	0.00010699	0.000144358	0.000141498	0.00036324	0.000112309	9.62E-05	0.000218376	8.66E-05	0	0.000420367	0.000478409	0.000110941	9.01E-05	0.000127181	0.000184837	0.000445065	0.000588372	0.000599321	0.000736081
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__	0.000809844	0.000717735	0.000250607	0	0.00037422	0.000713267	0.000461947	7.07E-05	0.003269161	8.42E-05	9.62E-05	0.000764317	0.000346305	0	0.001103463	0.000553947	0.001087222	0.000270197	0.000508725	3.08E-05	0.002306245	0.006882165	0.000566025	0.003011242
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__	0.000287364	6.52E-05	0.00015422	0	2.08E-05	3.57E-05	5.77E-05	0	0.00072648	2.81E-05	0	0	4.33E-05	0	0.000157638	5.04E-05	0.000399388	0.000180131	5.09E-05	6.16E-05	0.001557727	0.000106977	0.000133182	0.002275161
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;Other	0	0	0	0	2.08E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000141612	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae	0.001071083	0.00839532	0.003142229	0.001727851	0.014636175	0.002817404	0.004359626	0.006438148	0.008717762	0.003172731	0.002271459	0.002838893	0.003376477	0.003458407	0.002049288	0.00254312	0.004016064	0.003782761	0.0035102	0.003696744	0.005765613	0.001158914	0.003029899	0.003211991
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Ellin329;f__	0.001515191	0.002022707	0.002467517	2.50E-05	0.01031185	0.002924394	0.006784848	0.000247621	0.011623683	0.001965409	0.001751718	0.005432112	0.003419765	0	0.006988598	0.003827269	0.005258603	0.003782761	0.000839396	0	0.016892234	0.01538681	0.004661384	0.005754818
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;Other	0.000339612	0.001152725	0.001542198	0.000400661	0.000956341	0.00074893	0.001125996	7.07E-05	0.001816201	0.000758086	0.000654488	0.001173773	0.000389594	0.000489686	0.000945825	0.001208611	0.002618208	0.000720526	0.001526174	0.00024645	0.001193583	0.00032093	0.00136512	0.003948073
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__	0.000208992	0.000369742	0.000790377	0.000125207	0.00027027	0.000178317	0.000577434	0.000247621	0.002905921	0.000252695	0.000153997	0.001146476	0.000432882	9.18E-05	0.003468026	0.00042805	0.001087222	0.000810592	0.00040698	0	0.002002792	0.001372867	0.002031031	0.001271413
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Aurantimonadaceae	0	0	0.000250607	0	0	0	0	0	0	2.81E-05	0	0	0	0	0	0	0	0	0	0	0	0	3.33E-05	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae	0.001384571	2.17E-05	0.00267957	0.000325537	2.08E-05	0.001747504	0.000577434	0	0.00145296	0.001207323	0.001039481	0.000573238	8.66E-05	0.000765134	0.000394094	0.001535944	0.000288447	0.000720526	0.00134812	0.000338868	0.000708058	0.000160465	0.001198642	0.000133833
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae	0.00668774	0.011657749	0.022978756	0.004482396	0.011476091	0.005420827	0.017438503	0.01036471	0.033418089	0.010613208	0.012974263	0.01626904	0.007965023	0.007528922	0.008932794	0.017675941	0.00998469	0.011348284	0.008317648	0.00283417	0.026258825	0.014958903	0.022341346	0.00762848
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Brucellaceae	0	0	0	0	0	0	0	0	0	0	0	2.73E-05	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae	0.004911309	0.003697421	0.008829086	0.001677768	0.004137214	0.005349501	0.012934519	0.002511585	0.014892844	0.005334681	0.007449614	0.015149861	0.004631834	0.002723878	0.008880248	0.007654539	0.01085003	0.010537693	0.006053823	0.001078217	0.027836783	0.010751154	0.016248252	0.008498394
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae	0.000208992	0.000260994	0.000481937	5.01E-05	2.08E-05	0	8.66E-05	0	0.00108972	0.000814241	9.62E-05	0.000191079	0.000735899	0.000336659	0	0.000176256	0.000599081	0.000270197	0.000101745	0	0.000121381	1.78E-05	3.33E-05	0.000602248
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylocystaceae	0.003448366	0.003110183	0.001561476	0.002504132	0.000935551	0.006704708	0.003608962	0.001096608	0.003269161	0.003453504	0.003561185	0.002620516	0.001991256	0.00330538	0.001392465	0.003172605	0.002862278	0.004683419	0.002874294	0.010381689	0.004875483	0.001533332	0.00332956	0.00876606
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae	0.000104496	6.52E-05	0.001600031	0	0.00014553	3.57E-05	2.89E-05	0	0	8.42E-05	0.000173247	0.000791614	8.66E-05	3.06E-05	0.000289002	0.000604306	0.00048814	0.000270197	2.54E-05	0	0.001314964	0.000106977	0.003129786	0.000401499
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae	5.22E-05	4.35E-05	0.001060261	0	4.16E-05	0	0.000144358	3.54E-05	0.00072648	0.000336927	9.62E-05	0.00073702	4.33E-05	0	0.000315275	0.000201435	6.66E-05	0.000180131	0	0	0.000708058	0.000178294	0.001864554	6.69E-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodobiaceae	2.61E-05	0	0.000983151	0	0	3.57E-05	5.77E-05	0	0.00036324	0.00030885	5.77E-05	2.73E-05	4.33E-05	0	0.000394094	0.000453229	0	9.01E-05	0	0	0.000303453	3.57E-05	0.000599321	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae	7.84E-05	0.000173996	0.000134942	2.50E-05	2.08E-05	7.13E-05	2.89E-05	0	0	2.81E-05	5.77E-05	5.46E-05	8.66E-05	0	0.00018391	0.000201435	0.000110941	9.01E-05	5.09E-05	3.08E-05	0.000445065	0.000106977	0.000432843	0.000267666
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.02E-05	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Hyphomonadaceae	0	0	3.86E-05	0	2.08E-05	0	0	0	0.00036324	0	0	0	0	0	0.000236456	0	0	0	0	0	0.000505755	0	0.000332956	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae	0.000339612	0	0.001137371	0	0.002307692	0	0	0.00031837	0.00108972	0.000982704	5.77E-05	0	0.000735899	0	0.00063055	0.000226615	8.88E-05	0	0	0	0	1.78E-05	3.33E-05	6.69E-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;Other	0	0	1.93E-05	0	2.08E-05	0	0	0	0	0	1.92E-05	2.73E-05	0	0	0	0	0	0	0	3.08E-05	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__	0.000104496	0	0.000906042	0	4.16E-05	0	2.89E-05	0	0.00072648	0.000252695	0.000173247	0	0	0	0	0.000100718	2.22E-05	0	0	0	4.05E-05	0	0.000133182	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae	0.017581442	0.024294228	0.02922466	0.040742225	0.017796258	0.02853067	0.013252108	0.026283208	0.027969488	0.034282345	0.042272229	0.006332915	0.03025843	0.034094387	0.007619148	0.022157875	0.020390956	0.034765379	0.012311136	0.06272142	0.015435658	0.008896892	0.011253912	0.016461456
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae	0.001724183	0.001587716	0.001021706	0.000776281	0.001850312	0.002104137	0.003984294	0.000247621	0.007991282	0.001881177	0.002964446	0.009499372	0.002380849	0.001040583	0.003152751	0.00254312	0.003749806	0.004413222	0.004375032	0.000462093	0.010843398	0.003120153	0.002230805	0.00515257
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;Other	2.61E-05	0.000108748	7.71E-05	7.51E-05	8.32E-05	3.57E-05	8.66E-05	3.54E-05	0.00072648	0.000168464	0.000153997	2.73E-05	0.000173153	0	0.000210183	0.000125897	0.000155317	0.000180131	0.000178054	0	8.09E-05	1.78E-05	0.000166478	6.69E-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__	0.000992711	0.000304493	0.000327717	0.000400661	0.000582121	0.000677603	0.000230974	0.000247621	0.00108972	0.000505391	0.000327244	0.000163782	0.000173153	0.000306054	0.000367821	0.000730203	0.000843152	0.000180131	0.000152617	0.003111426	8.09E-05	0.000445736	0.000266365	0.001204497
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Anaplasmataceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Holosporaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	3.06E-05	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae	0.000313488	0.000413241	0.000250607	5.01E-05	0.000644491	0.000463623	5.77E-05	0.000141498	0.00036324	0.000336927	0.000115498	0	4.33E-05	0	7.88E-05	0.000377691	0.000177506	9.01E-05	7.63E-05	0.000154031	0.000101151	1.78E-05	0.000133182	0.000200749
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__mitochondria	0.002063795	0.001000478	0.001214481	0.000150248	0.003513514	0.001105563	0.00017323	0.000672114	0.00108972	0.000673854	0.00053899	0.000354862	0.001558374	0.000673318	0.000709369	0.003071887	0.001708491	0.005133748	0.002085771	0.000770155	0.001375655	0.000980619	0.001631484	0.001940578
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;Other	0.000104496	2.17E-05	0.000655434	2.50E-05	2.08E-05	3.57E-05	2.89E-05	0	0	0	0	5.46E-05	4.33E-05	3.06E-05	2.63E-05	5.04E-05	0.000177506	0	0	0	0	0	0.000133182	0.000200749
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__	0	0	0.000115665	0	0	0	0	0	0	0.000252695	0	0	0	0	2.63E-05	2.52E-05	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae	7.84E-05	0	0.00046266	0	4.16E-05	0	5.77E-05	0	0.00036324	0.000758086	3.85E-05	0.000191079	0	3.06E-05	2.63E-05	0.000201435	0	9.01E-05	0	0	0.000242763	0	0.000865686	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae	0.009404634	0.020357562	0.025851101	0.029874293	0.011372141	0.011233951	0.010653655	0.013265414	0.027606248	0.019654088	0.01532272	0.011028007	0.015410588	0.04049091	0.008328517	0.014805489	0.017661807	0.010267495	0.009131607	0.005083023	0.007181728	0.005099221	0.017047346	0.01505621
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;Other;Other	0.001959299	0.000587237	0.003296449	0.000225372	0.000769231	0.000142653	0.001097124	0.003395946	0.001816201	0.001179245	0.000846985	0.000245673	0.00095234	0.000550897	0.004335032	0.002190608	0.002351949	0.00126092	0.00134812	0	0.002913152	0.001889921	0.003196377	0.002743576
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__	0.003004258	0.000739484	0.004221768	0.000475785	0.000686071	0.001105563	0.004417369	0.003289823	0.005085361	0.003846586	0.004639165	0.001091882	0.002943596	0.000612107	0.008853975	0.004255319	0.001486609	0.001711249	0.001526174	0.000400481	0.005381238	0.00511705	0.006093094	0.00247591
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__A21b;Other	0	0	0	0	0	0	0	0	0	0	1.92E-05	2.73E-05	0	0	0	0	2.22E-05	0	0	0	0	0	3.33E-05	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__A21b;f__EB1003	0.005303169	0.003675671	0.0050507	0.007287024	0.000852391	0.005456491	0.009354429	0.006508897	0.013439884	0.005025831	0.009085834	0.016023366	0.008311329	0.000244843	0.0072776	0.008787612	0.008032129	0.011798613	0.015821336	0.000154031	0.013331715	0.010127124	0.00725844	0.009234475
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__A21b;f__UD5	0.000548604	0.001935708	0.001272314	0	0.002827443	3.57E-05	0.000404204	0.000990484	0.003632401	0.000758086	0.000288745	0	0.001082204	3.06E-05	0.002128107	0.0008561	0.000931904	0.000180131	0.000534161	0	0.000869899	0.001711627	0.000965572	0.001739829
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;Other	5.22E-05	0	0.000134942	2.50E-05	0.000519751	0	5.77E-05	0.000212247	0	0.000252695	0.000134748	0.000245673	8.66E-05	6.12E-05	0.000394094	0.000151076	0.00024407	0	0.000152617	0	0.000182072	7.13E-05	6.66E-05	0.000133833
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__	0.001698059	0.003980164	0.009426688	0.001352231	0.000873181	0.000249643	0.001818917	0.003042202	0.007628042	0.00965858	0.004234923	0.004940765	0.004155664	0.001958744	0.005517314	0.00337404	0.009607491	0.002611907	0.00567228	3.08E-05	0.007444721	0.001319379	0.002830126	0.01010439
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae	0.000809844	0	0.000327717	0	2.08E-05	0	2.89E-05	0	0	0	0	0	8.66E-05	0	0.00044664	2.52E-05	0	0	7.63E-05	0	0	3.57E-05	0.000432843	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae	0.000156744	6.52E-05	0.001850638	2.50E-05	0.00010395	0.000713267	5.77E-05	3.54E-05	0	8.42E-05	0.000192496	0.002675111	4.33E-05	0	0	0.000705023	0	0.000990723	0	0.000492899	0.000202302	5.35E-05	6.66E-05	0.000133833
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae	0.008046187	0.016834138	0.010930331	0.010116693	0.053513514	0.00267475	0.006322901	0.056386855	0.03414457	0.013336703	0.013205259	0.004422122	0.015453876	0.011262778	0.009773527	0.011104117	0.014622024	0.005313879	0.01073409	0.007147038	0.006979426	0.00415426	0.010121862	0.01505621
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae	0.007314716	0.010592022	0.008617034	0.01006661	0.023409563	0.005848787	0.005196905	0.01920832	0.018888485	0.01460018	0.016901192	0.017115248	0.007142548	0.01925078	0.005806316	0.00886315	0.012003816	0.003962893	0.015490665	0.004497705	0.003803281	0.001854262	0.009422654	0.009234475
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Ellin6067;f__	0.002272787	0.003566923	0.000327717	0	0.001372141	0.00053495	0.003897679	0.003289823	0.006175082	0.004436208	0.001212728	0.00027297	0.008571058	0.000673318	0.00916925	0.001334508	0.011848499	0.006754931	0.00796154	0	0.007161498	0.008504645	0.00582673	0.014587794
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Gallionellales;f__Gallionellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.52E-05	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Hydrogenophilales;f__Hydrogenophilaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.69E-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__IS-44;f__	0	0	0	0	2.08E-05	0	2.89E-05	3.54E-05	0.00072648	5.62E-05	0	2.73E-05	0.00095234	0	0.004807945	0	0.000443764	0	2.54E-05	0	0.001051971	0.001640309	0.000665912	0.001204497
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__MND1;f__	0.000182868	0.000608987	0	0	2.08E-05	3.57E-05	0.00017323	0	0.00036324	0.000168464	5.77E-05	5.46E-05	0.00164495	6.12E-05	0.005885135	2.52E-05	0.001264727	0.000270197	0.000178054	3.08E-05	0.001739799	0.002799223	0.001098755	0.003011242
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales;Other	0.00013062	2.17E-05	0	0	0	0	2.89E-05	0	0	0	0	0	4.33E-05	0	0	0	0.000110941	0	0.000178054	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales;f__	0.001123331	2.17E-05	3.86E-05	0	0.002266112	0.001105563	0.000144358	0.000495242	0	5.62E-05	1.92E-05	0.000136485	0.000865763	3.06E-05	0.000893279	0.003424399	0.000310635	9.01E-05	0.000381543	0	0.000971051	0.001016278	0.000732503	0.000602248
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales;f__Methylophilaceae	0.000104496	0.000326243	3.86E-05	2.50E-05	0.000748441	3.57E-05	8.66E-05	0	0.00036324	2.81E-05	0	0	0.000303017	0	0.000578004	2.52E-05	0.000887528	0.000450329	0.002136643	0	0.000161842	5.35E-05	0.000166478	0.002074411
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae	0	6.52E-05	0	0	2.08E-05	0	2.89E-05	7.07E-05	0	0	0	0	0	3.06E-05	0.000105092	5.04E-05	2.22E-05	0	2.54E-05	0	2.02E-05	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__	0	0	1.93E-05	0	0	0	0	0	0	0	0	0	0	0	2.63E-05	0	0	0	0	0	0	0	6.66E-05	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Nitrosomonadaceae	0	0.000260994	0.00046266	2.50E-05	0.005925156	0	0	0.003678942	0.00036324	0.000112309	0.00163622	0.000573238	0.000606034	3.06E-05	0.000893279	0.000377691	0.000266258	9.01E-05	0.000330671	0	8.09E-05	0.000356589	0.000166478	0.000267666
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Procabacteriales;f__Procabacteriaceae	2.61E-05	0	0	7.51E-05	0.00027027	0	2.89E-05	7.07E-05	0	8.42E-05	0	0	4.33E-05	3.06E-05	0	0	0	9.01E-05	2.54E-05	3.08E-05	0	3.57E-05	0	6.69E-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae	0.000104496	8.70E-05	0.00023133	0	0.00016632	0	5.77E-05	0.000459868	0	0.000898473	1.92E-05	0	8.66E-05	0	0.000893279	0.000125897	0.000155317	9.01E-05	0.000152617	0	0.000182072	0.000570542	0.000632616	0.001204497
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__SBla14;f__	0	2.17E-05	0	0	0.003222453	0	0	0.002334713	0	0	5.77E-05	0	8.66E-05	3.06E-05	7.88E-05	2.52E-05	0	0	2.54E-05	3.08E-05	4.05E-05	1.78E-05	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__SC-I-84;f__	0.00256015	0.002957936	0.002197633	0.000325537	0.000956341	0.000356633	0.003089271	0.002723832	0.006538322	0.003930818	0.002810449	5.46E-05	0.003722783	0.000887556	0.006305502	0.001636661	0.004260134	0.001711249	0.002797985	0	0.006048836	0.004350384	0.004195245	0.004617238
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Thiobacterales;Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Thiobacterales;f__Thiobacteraceae	0	6.52E-05	0	0	0	0	0	0	0	0	0	2.73E-05	0	0	5.25E-05	0	6.66E-05	0	2.54E-05	0	2.02E-05	7.13E-05	0	6.69E-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Tremblayales;f__Tremblayaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;Other;Other	0.000574728	0.000717735	0.000404827	0.000125207	0.002037422	0.00064194	0.000548562	0.000990484	0.002542681	0.000224618	0.000153997	0.000136485	0.000606034	0.00079574	0.000656823	0.000478409	0.000576893	0.00063046	0.000941141	3.08E-05	0.000303453	0.000766666	0.000399547	0.002342077
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__;f__	0.001384571	0.000130497	0.000983151	5.01E-05	6.24E-05	0.000178317	8.66E-05	0.000353744	0.00072648	0.000336927	7.70E-05	0.000109188	0.000346305	0.000459081	0.00063055	0.00083092	0.001264727	0.000540394	0.000508725	6.16E-05	0.000283223	0.000392248	0.000466138	0.001672912
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__AF420338;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bacteriovoracaceae	0.000156744	2.17E-05	0.000250607	0.000125207	0.000748441	0.00010699	0.000144358	0.000141498	0	0.000196541	1.92E-05	8.19E-05	0	3.06E-05	0	0.000201435	0.000110941	0	0	0	8.09E-05	5.35E-05	0.000133182	0.000133833
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bdellovibrionaceae	0.003814102	0.004719649	0.001272314	0.003155206	0.003160083	0.00181883	0.002309736	0.003219074	0.001816201	0.003172731	0.003118443	0.001255664	0.00307346	0.002172982	0.001576375	0.00337404	0.003638865	0.001891381	0.00371369	0.000338868	0.001537497	0.003458912	0.001531598	0.004617238
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae	0.00013062	0.003131933	0	0.000125207	6.24E-05	0	0	0.003643567	0	0.000982704	0.000115498	0	8.66E-05	9.18E-05	0	0	0.000399388	0.000810592	0.000915704	0	0.001962331	0.005580616	3.33E-05	0.007963062
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__FAC87;f__	0.000444108	0.002066206	5.78E-05	0.00037562	0.00014553	0.00064194	0.000923894	0.001202731	0.00108972	0.000814241	0.001154979	0.000218376	0.000865763	0.000673318	0.000683096	0.000453229	0.001220351	0.00063046	0.000864832	0	0.000364144	0.001372867	0.000632616	0.001605996
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__MIZ46;f__	0.002534026	0.004415155	0.001387979	0.007287024	0.006735967	0.000998573	0.003031528	0.003537444	0.009444243	0.002751572	0.006775876	0.000900803	0.002554002	0.006824998	0.002259471	0.002064711	0.003150724	0.001801315	0.003484764	0.000431287	0.001031741	0.002924029	0.001997736	0.005286403
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;Other	0.001306199	0.002675192	0.001426534	0.002078429	0.001143451	0.000677603	0.002309736	0.003183699	0.002179441	0.002386568	0.001058731	0.00027297	0.00519458	0.00734529	0.001418738	0.001712199	0.002951031	0.001080789	0.002721677	0.000462093	0.001132892	0.001337208	0.000799094	0.001605996
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__	0.01029285	0.012636478	0.009850792	0.007637602	0.016029106	0.011875892	0.008257305	0.014574269	0.028695968	0.014066712	0.005794144	0.001910793	0.023981646	0.021270735	0.009878619	0.012942213	0.014644212	0.01080789	0.012870733	0.004528511	0.013412636	0.016563553	0.013418126	0.014989293
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__0319-6G20	0.00013062	6.52E-05	1.93E-05	2.50E-05	0.00018711	7.13E-05	0	0	0	5.62E-05	0.000134748	0.000109188	4.33E-05	3.06E-05	0.000105092	7.55E-05	0.000155317	0	2.54E-05	6.16E-05	8.09E-05	0.00032093	0	0.000267666
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Cystobacteraceae	0.000182868	0.000717735	7.71E-05	0	2.08E-05	0.00010699	0.000577434	3.54E-05	0.00108972	0.001740791	0.000461992	0.000109188	0.000303017	0.003335986	0.000262729	0.000151076	0.000887528	9.01E-05	0.00020349	0	0.000283223	0.000285271	0.000432843	0.000133833
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Cystobacterineae	7.84E-05	0.001000478	5.78E-05	0.000500826	6.24E-05	0.000606277	0.000144358	0.000141498	0.002542681	0.000224618	0.000192496	0.000109188	0.00095234	0.000275448	0.000236456	0.000100718	0.001087222	0.002071512	0.001271812	3.08E-05	0.000141612	0.000106977	0.000399547	0.001271413
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Haliangiaceae	0.004493325	0.003675671	0.003894051	0.000626033	0.001372141	0.002104137	0.003118143	0.001627224	0.007991282	0.003509659	0.001251227	0.000245673	0.004198952	0.003825672	0.003520572	0.004356037	0.003439171	0.001441052	0.001933154	0.000431287	0.004774332	0.004118601	0.003296264	0.004014989
