Taxon	S.0	S.30	S.56	S.63	S.65	S.66	S.74	S.89	S.95	S.99	S.104	S.106	S.107	S.119	S.120	S.132	S.137	S.139	S.157	S.159	S.89.15	S.107.15	S.119.15	S.137.15	S.0.2015	S.30.2015	S.56.2015	S.63.2015	S.65.2015	S.66.2015	S.74.2015	S.95.2015	S.99.2015	S.104.2015	S.106.2015	S.120.2015	S.132.2015	S.139.2015	S.157.2015	S.159.2015			
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Ellin329	0.001515191	0.002022707	0.002467517	2.50E-05	0.01031185	0.002924394	0.006784848	0.000247621	0.011623683	0.001965409	0.001751718	0.005432112	0.003419765	0	0.006988598	0.003827269	0.005258603	0.003782761	0.000839396	0	0.016892234	0.01538681	0.004661384	0.005754818	0.008161102	0.015424473	0.015179991	0.001046256	0.018128772	0.008772759	0.011012749	0.009852551	0.006180694	0.007933817	0.010406536	0.0126181	0.014216929	0.00445943	0.005857345	0.020081967			
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales	0.017450822	0.020553308	0.042892393	0.009590825	0.018024948	0.020292439	0.036609308	0.014326648	0.059934617	0.023219901	0.02631427	0.038761806	0.016492793	0.015272082	0.025195733	0.03331235	0.028955601	0.029721697	0.020705092	0.0149102	0.065768445	0.029543388	0.052607045	0.031584582	0.044356121	0.017919255	0.042503976	0.009306167	0.023714528	0.046132612	0.045914694	0.04715635	0.05005908	0.03702448	0.032678467	0.069119841	0.042992678	0.035892974	0.033538026	0.046413934			
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales	0.000339612	0	0.001175926	0	0.002328482	0	0	0.00031837	0.00145296	0.000982704	5.77E-05	0	0.000735899	0	0.000867006	0.000226615	8.88E-05	0	0	0	0.000525986	1.78E-05	0.000366252	6.69E-05	0.002914679	0.000455778	0.00433714	0	0.001172011	0.00041595	0.001482485	0.001834613	0.000181785	0	0.000389029	0.004288911	0.003077011	0	1.89E-05	0			
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales	0.01941012	0.025881944	0.031171685	0.041518506	0.01970894	0.030634807	0.017265273	0.026530829	0.03668725	0.036416217	0.045429171	0.015859584	0.03263928	0.03513497	0.010771898	0.024801712	0.02416295	0.0391786	0.016686168	0.063214319	0.026319516	0.012017045	0.0136179	0.021614026	0.010015898	0.025955334	0.021107417	0.019218062	0.017530298	0.014709497	0.017945134	0.011483319	0.029744592	0.025022038	0.017165921	0.015601691	0.012279552	0.021970851	0.019971658	0.032172131			
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales	0.003396118	0.001826961	0.001869916	0.000676116	0.004823285	0.002282454	0.000548562	0.001096608	0.003269161	0.001684636	0.001135729	0.000545941	0.001947968	0.001009977	0.001366192	0.004305678	0.002884466	0.005584076	0.002492751	0.004035612	0.001638648	0.001462014	0.002197509	0.003412741	0.000662427	0.002158946	0	0.00051395	0.00590993	0.000850806	0.000550637	0.00023782	0.001749682	0.001152777	0.000583544	0.000497265	0.000512835	0.002501631	0.001889466	0.001468579			
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales	0.009587502	0.020379312	0.027084859	0.029899334	0.011434511	0.011269615	0.01074027	0.013265414	0.027969488	0.02066487	0.01536122	0.01127368	0.015453876	0.040552121	0.008407335	0.015082463	0.017839313	0.010357561	0.009131607	0.005083023	0.007424491	0.005099221	0.018046214	0.015256959	0.018229995	0.006740711	0.010987422	0.010976505	0.012742507	0.010890322	0.012283451	0.003295509	0.016451554	0.00840849	0.010357907	0.010939831	0.011282373	0.004568197	0.00194615	0.003483607			
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;Other	0.001959299	0.000587237	0.003296449	0.000225372	0.000769231	0.000142653	0.001097124	0.003395946	0.001816201	0.001179245	0.000846985	0.000245673	0.00095234	0.000550897	0.004335032	0.002190608	0.002351949	0.00126092	0.00134812	0	0.002913152	0.001889921	0.003196377	0.002743576	0.002941176	0.009499364	0.001734856	0.001835536	0.000374046	0.007033333	0.00310616	0.002514099	0.002249591	0.000745914	0.000194515	0.002175535	0.002678139	0.001740265	0.000472367	0.005532787			
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__	0.003004258	0.000739484	0.004221768	0.000475785	0.000686071	0.001105563	0.004417369	0.003289823	0.005085361	0.003846586	0.004639165	0.001091882	0.002943596	0.000612107	0.008853975	0.004255319	0.001486609	0.001711249	0.001526174	0.000400481	0.005381238	0.00511705	0.006093094	0.00247591	0.005484897	0.001007508	0.003903426	0.000440529	0.000573537	0.005350627	0.005280472	0.003839098	0.005158153	0.005696074	0.001312974	0.005532074	0.004900425	0.002356609	0.003042041	0.001331967			
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__A21b	0.005851773	0.005611379	0.006323013	0.007287024	0.003679834	0.005492154	0.009758633	0.007499381	0.017072285	0.005783917	0.009393829	0.016050663	0.009393533	0.000275448	0.009405706	0.009643711	0.008986221	0.011978744	0.016355497	0.000154031	0.014201614	0.011838751	0.008257308	0.010974304	0.014970853	0.014392976	0.008674281	0.011104993	0.003017306	0.021969711	0.010462112	0.016511517	0.012338666	0.012409304	0.013032484	0.012680259	0.020399442	0.013668334	0.018800189	0.014856557			
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales	0.018077797	0.031471573	0.03128735	0.021585616	0.078440748	0.009486448	0.013483081	0.078884998	0.060661097	0.03793239	0.034668617	0.029398919	0.02696853	0.032533513	0.021937891	0.024222586	0.036477401	0.012879402	0.03212596	0.012168448	0.018611802	0.007488366	0.022940667	0.034662741	0.032405935	0.036965961	0.031082839	0.015179883	0.059722707	0.017016128	0.019060528	0.012162805	0.041560625	0.02027531	0.035304415	0.016223272	0.016296761	0.00859256	0.004043458	0.003483607			
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Ellin6067	0.002272787	0.003566923	0.000327717	0	0.001372141	0.00053495	0.003897679	0.003289823	0.006175082	0.004436208	0.001212728	0.00027297	0.008571058	0.000673318	0.00916925	0.001334508	0.011848499	0.006754931	0.00796154	0	0.007161498	0.008504645	0.00582673	0.014587794	0.008426073	0.00393408	0.001734856	0.003157122	0.003216797	0.006485035	0.004475694	0.006387171	0.011452463	0.002983658	0.000680801	0.006215813	0.003361919	0.012254369	0.002361833	0.007684426			
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Gallionellales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.52E-05	0	0	0	0	0	0	0	0	2.65E-05	0	0	0	2.49E-05	1.89E-05	2.82E-05	0	0	0	0	0	0	0	0	0			
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Hydrogenophilales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.69E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__IS-44	0	0	0	0	2.08E-05	0	2.89E-05	3.54E-05	0.00072648	5.62E-05	0	2.73E-05	0.00095234	0	0.004807945	0	0.000443764	0	2.54E-05	0	0.001051971	0.001640309	0.000665912	0.001204497	0.000344462	0.000551731	0.000144571	0.000110132	0	3.78E-05	0.000141189	0.000135897	0.001431558	0	0	0.000497265	8.55E-05	0.000253789	0	0.001810109			
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__MND1	0.000182868	0.000608987	0	0	2.08E-05	3.57E-05	0.00017323	0	0.00036324	0.000168464	5.77E-05	5.46E-05	0.00164495	6.12E-05	0.005885135	2.52E-05	0.001264727	0.000270197	0.000178054	3.08E-05	0.001739799	0.002799223	0.001098755	0.003011242	0.002172761	0.003142466	0.000144571	0.001064611	0.000822902	0.002060842	0.001567199	0.002412176	0.001817851	0.000135621	9.73E-05	0.001926902	0.000370381	0.001849032	0.000151157	0.003381148			
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales	0.001358447	0.000369742	7.71E-05	2.50E-05	0.003014553	0.001141227	0.000259845	0.000495242	0.00036324	8.42E-05	1.92E-05	0.000136485	0.001212069	3.06E-05	0.001471284	0.003449578	0.001309104	0.000540394	0.002696241	0	0.001132892	0.001069767	0.000898981	0.00267666	0.000132485	0.00280663	0.000144571	0.000183554	0.001371503	0.000321416	0.000112951	0.000135897	0.000545355	0	0	6.22E-05	8.55E-05	0.001341455	0.000132263	0.000136612			
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales	0	6.52E-05	0	0	2.08E-05	0	2.89E-05	7.07E-05	0	0	0	0	0	3.06E-05	0.000105092	5.04E-05	2.22E-05	0	2.54E-05	0	2.02E-05	0	0	0	0	2.40E-05	0	1.84E-05	0	0.000170161	2.82E-05	6.79E-05	0	0	0	6.22E-05	5.70E-05	0	1.89E-05	3.42E-05			
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales	0	0.000260994	0.000481937	2.50E-05	0.005925156	0	0	0.003678942	0.00036324	0.000112309	0.00163622	0.000573238	0.000606034	3.06E-05	0.000919552	0.000377691	0.000266258	9.01E-05	0.000330671	0	8.09E-05	0.000356589	0.000233069	0.000267666	0	0.000335836	0	1.84E-05	0.00556082	3.78E-05	9.88E-05	0	0.000159062	0	0.000534915	6.22E-05	2.85E-05	7.25E-05	0	0			
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Procabacteriales	2.61E-05	0	0	7.51E-05	0.00027027	0	2.89E-05	7.07E-05	0	8.42E-05	0	0	4.33E-05	3.06E-05	0	0	0	9.01E-05	2.54E-05	3.08E-05	0	3.57E-05	0	6.69E-05	0	0.000119941	0	1.84E-05	2.49E-05	0	1.41E-05	3.40E-05	2.27E-05	0	0	0	0	0	0	0			
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales	0.000104496	8.70E-05	0.00023133	0	0.00016632	0	5.77E-05	0.000459868	0	0.000898473	1.92E-05	0	8.66E-05	0	0.000893279	0.000125897	0.000155317	9.01E-05	0.000152617	0	0.000182072	0.000570542	0.000632616	0.001204497	0.00045045	0.000263871	0.000144571	0.000128488	0.00132163	5.67E-05	0.000409448	0.000373717	0.000113616	6.78E-05	0	0.000186474	0.000740762	0.000145022	3.78E-05	3.42E-05			
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__SBla14	0	2.17E-05	0	0	0.003222453	0	0	0.002334713	0	0	5.77E-05	0	8.66E-05	3.06E-05	7.88E-05	2.52E-05	0	0	2.54E-05	3.08E-05	4.05E-05	1.78E-05	0	0	0	0.000263871	0	0	0.000723156	0	7.06E-05	3.40E-05	6.82E-05	0	0	0	2.85E-05	0	0	0			
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__SC-I-84	0.00256015	0.002957936	0.002197633	0.000325537	0.000956341	0.000356633	0.003089271	0.002723832	0.006538322	0.003930818	0.002810449	5.46E-05	0.003722783	0.000887556	0.006305502	0.001636661	0.004260134	0.001711249	0.002797985	0	0.006048836	0.004350384	0.004195245	0.004617238	0.004478007	0.010003118	0.001734856	0.001578561	0.002119595	0.005766577	0.004376862	0.003499354	0.008225777	0.001152777	0.000389029	0.005096967	0.004786461	0.002211587	0.001360416	0.000922131			
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Thiobacterales	0	6.52E-05	0	0	0	0	0	0	0	0	0	2.73E-05	0	0	5.25E-05	0	6.66E-05	0	2.54E-05	0	2.02E-05	7.13E-05	0	6.69E-05	2.65E-05	0.000167918	0	0	2.49E-05	1.89E-05	0	0	0	0	0	0	0	0	0	0			
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Tremblayales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.70E-05	0	0	0			
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;Other	0.000574728	0.000717735	0.000404827	0.000125207	0.002037422	0.00064194	0.000548562	0.000990484	0.002542681	0.000224618	0.000153997	0.000136485	0.000606034	0.00079574	0.000656823	0.000478409	0.000576893	0.00063046	0.000941141	3.08E-05	0.000303453	0.000766666	0.000399547	0.002342077	0.000476948	0.002350853	0.001011999	0.000770925	0.003341479	0.00041595	0.000550637	0.000373717	0.000840756	0.000339052	0.000194515	0.000372949	0.000455853	0.000471322	0.000302315	0.000580601			
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__	0.001384571	0.000130497	0.000983151	5.01E-05	6.24E-05	0.000178317	8.66E-05	0.000353744	0.00072648	0.000336927	7.70E-05	0.000109188	0.000346305	0.000459081	0.00063055	0.00083092	0.001264727	0.000540394	0.000508725	6.16E-05	0.000283223	0.000392248	0.000466138	0.001672912	0.000609433	0.000815602	0.001301142	0.000367107	0.000199491	0.000453763	0.000494162	0.000135897	0.000159062	0.000203431	4.86E-05	0.000372949	0.000655289	0.000471322	5.67E-05	0.000273224			
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__AF420338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.49E-05	0	0	0	0	0	0	0	0	0	0	0			
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales	0.003970846	0.004741398	0.001522921	0.003280413	0.003908524	0.00192582	0.002454094	0.003360572	0.001816201	0.003369272	0.003137693	0.001337555	0.00307346	0.002203587	0.001576375	0.003575475	0.003749806	0.001891381	0.00371369	0.000338868	0.001618418	0.0035124	0.00166478	0.004751071	0.001006889	0.004341881	0.001011999	0.002551395	0.007805097	0.001569265	0.001129513	0.000883332	0.001272496	0.001288398	0.001118459	0.001491795	0.000569817	0.002175332	0.001568257	0.002937158			
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales	0.00013062	0.003131933	0	0.000125207	6.24E-05	0	0	0.003643567	0	0.000982704	0.000115498	0	8.66E-05	9.18E-05	0	0	0.000399388	0.000810592	0.000915704	0	0.001962331	0.005580616	3.33E-05	0.007963062	0.000132485	0.000215895	0	5.51E-05	0.005934866	0	0.000169427	6.79E-05	0.001840574	0.001491829	0	0.000435107	0.000484344	0.001994054	0.000888049	0.000717213			
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__FAC87	0.000444108	0.002066206	5.78E-05	0.00037562	0.00014553	0.00064194	0.000923894	0.001202731	0.00108972	0.000814241	0.001154979	0.000218376	0.000865763	0.000673318	0.000683096	0.000453229	0.001220351	0.00063046	0.000864832	0	0.000364144	0.001372867	0.000632616	0.001605996	0.000688924	0.00112745	0.001011999	0.001395007	0.001471248	0.000642831	0.000451805	0.000441666	0.001113434	0.000474673	0.000437658	0.000683739	0.000142454	0.001123921	0.000415683	0.000648907			
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__MIZ46	0.002534026	0.004415155	0.001387979	0.007287024	0.006735967	0.000998573	0.003031528	0.003537444	0.009444243	0.002751572	0.006775876	0.000900803	0.002554002	0.006824998	0.002259471	0.002064711	0.003150724	0.001801315	0.003484764	0.000431287	0.001031741	0.002924029	0.001997736	0.005286403	0.00082141	0.00393408	0.001301142	0.004698972	0.008927236	0.001644892	0.00090361	0.000883332	0.002204145	0.001220587	0.001215717	0.000870214	0.000797744	0.003335509	0.001870572	0.001536885			
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales	0.020246088	0.030797338	0.01958592	0.022437021	0.021871102	0.017332382	0.018362398	0.033145849	0.050490374	0.03032345	0.013571002	0.003575913	0.045712307	0.053467589	0.020597972	0.021553569	0.032195079	0.01864361	0.03098133	0.007424294	0.024175113	0.02626277	0.02140907	0.028707173	0.03227345	0.025475568	0.039612549	0.024632893	0.025135903	0.026129209	0.033970096	0.024835225	0.032266861	0.01518953	0.010844194	0.032135753	0.031111997	0.026865347	0.017779877	0.018135246			
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__NB1-j	0	0	0	0	2.08E-05	0	0	0	0	0	0	5.46E-05	0	0	2.63E-05	0	0	0	0	0	0	0	0	0	7.95E-05	0	0	0	0	5.67E-05	1.41E-05	0.000101923	0	0	0	0.000621581	0.000170945	0	0	0			
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__PB19	0	0	7.71E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.33E-05	0	0	0	0	0	0	1.89E-05	9.88E-05	0	0	0	0	6.22E-05	8.55E-05	0	0	0			
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Spirobacillales	0.001123331	0.000956979	0.000443382	0.000525868	0.001143451	0.000249643	0.000288717	0.000247621	0.00072648	0.00092655	0.000423492	0.000436753	0.001341933	0.000948767	0.000840734	0.000730203	0.000976281	9.01E-05	0.000508725	3.08E-05	0.000222532	0.000499224	0.001265233	0.001672912	0.000264971	0.001247391	0.000289143	0.00075257	0.000847838	0.000226882	0.000324735	0.000169872	0.000318124	0.000610294	0.000340401	0.000186474	0.000227927	0.000253789	0.000207841	0.000409836			
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales	0.002063795	0.000434991	0.000424105	0.00057595	0.00014553	0.001355207	0.001385841	0.002334713	0.00108972	0.000505391	0.001000982	0.00360321	0.001818103	0.000367264	0.006331774	0.000679844	0.004260134	0.002701972	0.00330671	0.000585318	0.003985353	0.002674417	0.002164214	0.002208244	0.005060943	0.014033152	0.002457713	0.00486417	0.000773029	0.007241308	0.003713273	0.005775634	0.001886021	0.001220587	0.003501264	0.008888613	0.006951765	0.003516786	0.003835616	0.011543716			
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__[Entotheonellales]	0.001018835	0	3.86E-05	0	2.08E-05	0	8.66E-05	0	0	5.62E-05	0.000269495	2.73E-05	8.66E-05	0	0.001234827	0	0.000310635	0.00063046	0.000279799	0	0.000687827	0.000267442	0.00136512	0.000200749	0.000291468	0	0	0	0	0.002004122	0.000225903	0.000543589	0.000454463	0	4.86E-05	0.001553953	0.001082652	0.000507577	0.000188947	6.83E-05			
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;Other	2.61E-05	2.17E-05	0.000115665	7.51E-05	6.24E-05	0.00010699	0.000288717	0	0.00072648	5.62E-05	7.70E-05	0.00027297	0.000432882	0.000244843	0.000315275	0.000276973	0.000421576	0.000450329	0.000254362	0.000184837	0.000424835	0.001426355	0.00029966	0.000401499	0.000741918	0.000335836	0.000867428	0.000550661	0.000224428	0.000548297	0.000465924	0.000815384	0.00036357	0.000135621	9.73E-05	0.000497265	0.000997179	0.000471322	0.000377893	0.000546448			
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__	2.61E-05	2.17E-05	3.86E-05	0	0	0	0	0	0	0	5.77E-05	5.46E-05	0	0	0	2.52E-05	0	0	0	0	0.000283223	0	9.99E-05	6.69E-05	0	2.40E-05	0	0	4.99E-05	0	1.41E-05	0.000101923	4.54E-05	0	4.86E-05	0	0	0	0	0			
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales	0	0	0	0	4.16E-05	0	0	0	0	2.81E-05	0	0	0	0	0	0	0	0	2.54E-05	0	0	0	0	0	0	0	0	1.84E-05	0	0	0	0	0	0	0	0	0	0	0	0			
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales	2.61E-05	0.000195746	0.000212052	0	0.003970894	3.57E-05	2.89E-05	0	0.00145296	0.000196541	0	0	0.000129865	0	0.000315275	0.000276973	0.000554705	9.01E-05	0	0	6.07E-05	8.91E-05	0.000266365	0.000267666	5.30E-05	0.000695661	0.000289143	0	0.000573537	5.67E-05	4.24E-05	0	9.09E-05	0	0	0.000124316	5.70E-05	0	0.000151157	0			
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales	0	0	0	0	0	0	2.89E-05	0	0	0	0	0	8.66E-05	0	0.000105092	0	4.44E-05	0	0	0	2.02E-05	5.35E-05	6.66E-05	0	0.00018548	2.40E-05	0	0	0	0	5.65E-05	0	2.27E-05	0	0	0.000248633	0.000199436	3.63E-05	1.89E-05	0			
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales	2.61E-05	0	0	0	2.08E-05	0	0	0	0	0	1.92E-05	0	0	0	0	0	4.44E-05	0	0	0	2.02E-05	1.78E-05	0	0	0	2.40E-05	0.002023999	0	0	0	0	0	0	0	0	0	0	0	0	0			
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HOC36	2.61E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.79E-05	0	0	0	0	8.55E-05	0	0	0			
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HTCC2188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.25E-05	0	0	0	0	0	0	0	0	0	0.00018548	0	0	0	0	0.000113441	4.24E-05	6.79E-05	0	0	0	0.000186474	8.55E-05	0	0	0			
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales	0.002795266	0.002762191	0.001002429	0.002454049	0.003492723	0.001783167	0.002194249	0.001308854	0.003632401	0.001909254	0.001058731	0.0009281	0.003982512	0.001040583	0.004440124	0.002769734	0.006922718	0.001621183	0.003128656	0.002064015	0.005684692	0.010858131	0.004095359	0.011442719	0.00381558	0.010027107	0.004626283	0.001633627	0.008453444	0.002817114	0.002555523	0.0037032	0.00311307	0.002373364	0.001750632	0.004226753	0.004045699	0.004169386	0.00393009	0.004986339			
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.79E-05	0	0	0	0	0	0	0	0			
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.33E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales	7.84E-05	0.000391492	0.000134942	0.000250413	0.001829522	3.57E-05	5.77E-05	0.000565991	0.010897203	0.000673854	3.85E-05	0.000409456	4.33E-05	3.06E-05	0.000604277	5.04E-05	0.00048814	0.000720526	5.09E-05	0.000308062	0.000525986	7.13E-05	0.002230805	0.000669165	0.001642819	0.000863579	0.001011999	0.000220264	0.003416288	0.000283602	0.000409448	0.000577563	0.000681694	0.000135621	0.001118459	0.000683739	0.000712271	0.000290044	3.78E-05	0.000170765			
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales	0	0	5.78E-05	0	0	0	5.77E-05	0	0.00108972	0	0	0	0	0	0.000236456	0	0	0	0	0	8.09E-05	0	0.000133182	0	0.000953895	0	0.000289143	0	0	0.000586111	0.00025414	0.001019229	0	0	0	0.001553953	0.001310579	0	0	0			
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales	0.00655712	0.02140154	0.0071905	0.009515701	0.043409563	0.006811698	0.015157639	0.009869468	0.017072285	0.006822776	0.008931837	0.019271715	0.02034544	0.020872865	0.013609374	0.007906333	0.033837005	0.017382689	0.069390039	0.000369674	0.025874451	0.010162783	0.015315975	0.034127409	0.02154213	0.046489313	0.063033107	0.023861968	0.078375143	0.012818816	0.015912011	0.023578175	0.020837121	0.016477928	0.02198016	0.018647439	0.028462349	0.024943804	0.022692489	0.033435792			
k__Bacteria;p__Proteobacteria;c__TA18;o__CV90	0.000208992	0	0.000636157	2.50E-05	4.16E-05	0.000285307	5.77E-05	0.000424493	0.00072648	0	3.85E-05	2.73E-05	0	9.18E-05	0.000289002	0.000755382	2.22E-05	0.000450329	7.63E-05	0	0.000262993	0.000267442	0.000466138	0.000602248	0.000370959	0	0.000867428	3.67E-05	0	0.000794086	0.000465924	0.000203846	0	0	0	0.000124316	0.000484344	3.63E-05	1.89E-05	0.000102459			
k__Bacteria;p__Proteobacteria;c__TA18;o__PHOS-HD29	0.000365736	6.52E-05	0.000578324	0	2.08E-05	3.57E-05	0.000202102	7.07E-05	0.00036324	0.000196541	0	0	0.000129865	0.000122421	0.000420367	0.000276973	8.88E-05	9.01E-05	0.000101745	0	6.07E-05	0.000231783	0.000199774	0.000267666	0.000423953	0.000479766	0	7.34E-05	2.49E-05	0.000378136	0.000480043	0.000101923	0.000113616	6.78E-05	0	0.000186474	0.000512835	3.63E-05	0	3.42E-05			
k__Bacteria;p__Proteobacteria;c__Zetaproteobacteria;o__Mariprofundales	0.00026124	8.70E-05	0.00015422	0	4.16E-05	0.000142653	0.000837279	0	0.00036324	2.81E-05	3.85E-05	0.0009281	0.000303017	0	0.000919552	0.000377691	0.00024407	0.000450329	0.000508725	0	0.001072202	0.000285271	0.001298528	6.69E-05	7.95E-05	9.60E-05	0	0.000256975	0	0.000699552	0.000451805	0.000985255	0.000454463	0.000610294	0.001410231	0.000310791	0.000398872	0.000761366	0.000453472	0.000819672			
k__Bacteria;p__SR1;c__;o__	0.00026124	0	0.00023133	0	2.08E-05	0	0	0	0	0.000168464	0	0	0	0	0	2.52E-05	0	0	0	0	0	0	6.66E-05	0	2.65E-05	0	0	0	0	0	7.06E-05	0	2.27E-05	0	0	0	0	0	0	0			
k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Spirochaetales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
k__Bacteria;p__Spirochaetes;c__[Leptospirae];o__[Leptospirales]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.25E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.22E-05	0	0	0	0			
k__Bacteria;p__TM6;Other;Other	0	2.17E-05	7.71E-05	0	0	0	0	0	0	5.62E-05	0	0	0	0	0	0	6.66E-05	0	0	3.08E-05	0	1.78E-05	0	0	2.65E-05	2.40E-05	0.000144571	0	0	0	0	0	0	0	0	0	0	0	0	0			
k__Bacteria;p__TM6;c__;o__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.44E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
k__Bacteria;p__TM6;c__F38;o__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
k__Bacteria;p__TM6;c__SBRH58;o__	0	0.00047849	0	0	0	3.57E-05	0	0	0	0	0	0.000109188	0.000129865	0	0.000131365	2.52E-05	0	0	0	0	6.07E-05	7.13E-05	3.33E-05	0	2.65E-05	9.60E-05	0	7.34E-05	7.48E-05	7.56E-05	4.24E-05	0.000169872	4.54E-05	6.78E-05	0	0.000186474	2.85E-05	0	5.67E-05	0.000102459			
